sid,stid,name,reading_time,evaluation_time
18764,26,rateus-no,6258.22,27499
18765,26,rateus-no,1666.11,17490
18767,26,rateus-no,10877.56,23792
18772,26,rateus-no,8791.33,14878
18773,26,rateus-no,21989.56,27580
18774,26,rateus-no,1100.44,9424
18775,26,rateus-no,42282.33,78261
18778,26,rateus-no,1835.22,14589
18779,26,rateus-no,15939.00,25912
18780,26,rateus-no,7585.56,42792
18781,26,rateus-no,7599.44,20400
18782,26,rateus-no,4781.22,37971
18783,26,rateus-no,7086.44,12469
18784,26,rateus-no,5998.67,24957
18785,26,rateus-no,13938.78,10409
18786,26,rateus-no,677.11,6834
18788,26,rateus-no,658.22,14290
18789,26,rateus-no,735.89,16690
18790,26,rateus-no,1429.56,17088
18791,26,rateus-no,519.78,25697
18792,26,rateus-no,4513.22,13143
18793,26,rateus-no,4985.22,10905
18796,26,rateus-no,604.22,6849
18797,26,rateus-no,8560.56,15554
18798,26,rateus-no,1835.56,10681
18799,26,rateus-no,141821.78,22268
18800,26,rateus-no,13195.78,20266
18801,26,rateus-no,56837.33,14076
18802,26,rateus-no,9981.67,19507
18803,26,rateus-no,1371.78,13281
18805,26,rateus-no,895.00,17843
18806,26,rateus-no,883.56,27441
18807,26,rateus-no,9319.22,25947
18808,26,rateus-no,10090.11,17489
18810,26,rateus-no,14448.89,22325
18811,26,rateus-no,13294.44,26648
18812,26,rateus-no,1733.44,28010
18813,26,rateus-no,13898.56,33132
18814,26,rateus-no,750.67,5729
18816,26,rateus-no,2341.33,13066
18817,26,rateus-no,129858.22,15401
18818,26,rateus-no,709.33,9044
18819,26,rateus-no,1842.78,14713
18821,26,rateus-no,13370.78,10764
18822,26,rateus-no,6395.56,11426
18823,26,rateus-no,1073.67,9781
18824,26,rateus-no,12971.67,20988
18827,26,rateus-no,2141.67,8485
18828,26,rateus-no,10931.89,19138
18829,26,rateus-no,11997.11,32931
18830,26,rateus-no,7783.00,33743
18831,26,rateus-no,634.11,13662
18832,26,rateus-no,19716.44,34552
18833,26,rateus-no,8871.33,44859
18834,26,rateus-no,30305.22,21213
18836,26,rateus-no,5529.67,19622
18837,26,rateus-no,1159.89,11386
18838,26,rateus-no,17242.78,25890
18840,26,rateus-no,5213.11,23486
18841,26,rateus-no,6260.89,12732
18843,26,rateus-no,484.22,9153
18844,26,rateus-no,1072.22,27455
18845,26,rateus-no,12440.22,33362
18846,26,rateus-no,6574.22,54760
18847,26,rateus-no,16385.44,23393
18848,26,rateus-no,15536.22,15902
18849,26,rateus-no,6885.00,42639
18850,26,rateus-no,7463.11,25321
18851,26,rateus-no,404.89,16443
18852,26,rateus-no,7517.56,20959
18853,26,rateus-no,1489.56,8560
18854,26,rateus-no,8676.67,31193
18855,26,rateus-no,14594.56,48226
18856,26,rateus-no,14452.78,199007
18857,26,rateus-no,5665.33,21642
18858,26,rateus-no,7747.00,15377
18859,26,rateus-no,2182.22,44086
18860,26,rateus-no,21490.67,97153
18861,26,rateus-no,1085.11,12769
18862,26,rateus-no,1903.33,29732
18863,26,rateus-no,59036.22,25057
18866,26,rateus-no,609.11,8896
18868,26,rateus-no,3344.00,19222
18869,26,rateus-no,636.00,30720
18870,26,rateus-no,14233.11,25636
18871,26,rateus-no,88156.56,27640
18872,26,rateus-no,10853.44,35474
18873,26,rateus-no,2220.78,54149
18876,26,rateus-no,5966.33,15175
18878,26,rateus-no,524.67,9497
18879,26,rateus-no,6282.78,23453
18881,26,rateus-no,6681.56,37241
18882,26,rateus-no,11440.67,44258
18883,26,rateus-no,10712.67,23293
18884,26,rateus-no,5859.44,9951
18885,26,rateus-no,7388.78,24315
18886,26,rateus-no,24905.56,23894
18887,26,rateus-no,630.89,9672
18890,26,rateus-no,1382.22,7499
18891,26,rateus-no,1015.56,49021
18892,26,rateus-no,10779.33,25237
18894,26,rateus-no,741.11,6149
18895,26,rateus-no,650.56,24549
18897,26,rateus-no,12039.00,24149
18898,26,rateus-no,14487.11,41246
18899,26,rateus-no,12477.78,43705
18900,26,rateus-no,6477.33,25799
18902,26,rateus-no,13753.67,17065
18903,26,rateus-no,938.22,13025
18904,26,rateus-no,9345.44,45945
18905,26,rateus-no,7121.89,16884
18906,26,rateus-no,3305.78,13691
18907,26,rateus-no,3982.89,33930
18908,26,rateus-no,915.44,31940
18909,26,rateus-no,7088.67,9198
18910,26,rateus-no,9854.89,20877
18911,26,rateus-no,20885.22,92461
18912,26,rateus-no,4168.67,45758
18914,26,rateus-no,921.44,16182
18915,26,rateus-no,20776.89,42587
18916,26,rateus-no,14591.00,28472
18917,26,rateus-no,534.33,13726
18918,26,rateus-no,12145.56,15418
18919,26,rateus-no,7023.44,26111
18920,26,rateus-no,1719.67,22638
18921,26,rateus-no,15563.78,31408
18922,26,rateus-no,1055.33,14375
18923,26,rateus-no,12614.33,54484
18924,26,rateus-no,13415.89,92635
18925,26,rateus-no,10968.67,30509
18926,26,rateus-no,12069.89,14178
18929,26,rateus-no,6724.00,33540
18930,26,rateus-no,1358.67,7409
18931,26,rateus-no,6100.78,20301
18932,26,rateus-no,6011.00,12042
18933,26,rateus-no,2315.11,9540
18935,26,rateus-no,12552.22,25320
18936,26,rateus-no,9513.00,21288
18937,26,rateus-no,21664.56,28057
18938,26,rateus-no,2986.78,22247
18939,26,rateus-no,836.89,11265
18941,26,rateus-no,3481.78,17111
18942,26,rateus-no,8897.78,34688
18944,26,rateus-no,12074.78,16592
18945,26,rateus-no,9592.00,21581
18946,26,rateus-no,742.22,28317
18948,26,rateus-no,30143.89,57536
18949,26,rateus-no,20505.00,50954
18951,26,rateus-no,622.56,10414
18953,26,rateus-no,4503.44,43789
18956,26,rateus-no,12295.11,24811
18957,26,rateus-no,385.33,15895
18958,26,rateus-no,1765.00,9954
18961,26,rateus-no,2316.89,59659
18962,26,rateus-no,3237.56,16227
18963,26,rateus-no,12731.33,39005
18964,26,rateus-no,12552.44,29287
18965,26,rateus-no,689.11,8732
18966,26,rateus-no,3910.89,18050
18968,26,rateus-no,4459.56,64606
18970,26,rateus-no,14825.44,48977
18971,26,rateus-no,369.56,21949
18973,26,rateus-no,836.44,30140
18975,26,rateus-no,2106.78,18393
18976,26,rateus-no,9666.67,39638
18980,26,rateus-no,9383.89,16626
18981,26,rateus-no,14323.89,47279
18982,26,rateus-no,1329.11,31585
18983,26,rateus-no,14917.44,77262
18984,26,rateus-no,3398.33,61021
18985,26,rateus-no,1033.11,10350
18986,26,rateus-no,18612.78,21315
18987,26,rateus-no,603.67,21322
18989,26,rateus-no,12281.67,39481
18990,26,rateus-no,970.11,14102
18991,26,rateus-no,791.89,36873
18992,26,rateus-no,2423.89,22913
18993,26,rateus-no,2504.56,49168
18994,26,rateus-no,12870.67,25032
18995,26,rateus-no,13341.00,16121
18996,26,rateus-no,12066.78,65675
18997,26,rateus-no,8428.44,13593
18998,26,rateus-no,13880.22,28072
18999,26,rateus-no,3094.00,19531
19000,26,rateus-no,8956.00,11818
19001,26,rateus-no,1955.00,61792
19003,26,rateus-no,10410.22,19302
19004,26,rateus-no,7523.22,38793
19005,26,rateus-no,1411.22,19389
19007,26,rateus-no,2595.44,21369
19010,26,rateus-no,14597.33,26029
19011,26,rateus-no,3754.89,18772
19012,26,rateus-no,7997.33,18769
19013,26,rateus-no,684.11,30500
19014,26,rateus-no,12711.89,166311
19015,26,rateus-no,12368.56,26325
19016,26,rateus-no,4195.11,27162
19017,26,rateus-no,12060.22,32785
19018,26,rateus-no,13692.33,11489
19019,26,rateus-no,10159.67,36907
19022,26,rateus-no,11151.89,49466
19025,26,rateus-no,2849.11,23878
19027,26,rateus-no,12158.00,27637
19028,26,rateus-no,17496.00,129387
19029,26,rateus-no,7487.78,45474
19031,26,rateus-no,4440.33,17103
19033,26,rateus-no,5125.00,31948
19034,26,rateus-no,11577.56,35608
19036,26,rateus-no,1751.33,10185
19038,26,rateus-no,11697.33,22945
19040,26,rateus-no,11874.56,21651
19041,26,rateus-no,496.22,11512
19042,26,rateus-no,5027.44,19729
19043,26,rateus-no,20044.11,29752
19045,26,rateus-no,7661.11,21338
19046,26,rateus-no,10126.56,15123
19048,26,rateus-no,17934.67,38459
19049,26,rateus-no,626.11,14880
19050,26,rateus-no,973.11,37218
19051,26,rateus-no,3536.22,35878
19052,26,rateus-no,4121.56,20825
19053,26,rateus-no,1562.11,26370
19054,26,rateus-no,10410.67,35672
19055,26,rateus-no,872.11,73428
19057,26,rateus-no,14886.89,24017
19058,26,rateus-no,1854.00,32458
19059,26,rateus-no,1496.89,35706
19060,26,rateus-no,458.67,7626
19065,26,rateus-no,4772.56,20866
19066,26,rateus-no,12160.89,47995
19067,26,rateus-no,8963.11,11444
19068,26,rateus-no,623.67,11303
19069,26,rateus-no,15139.56,36522
19070,26,rateus-no,1942.78,37889
19072,26,rateus-no,503.00,22571
19074,26,rateus-no,2410.22,27686
19075,26,rateus-no,17523.56,35363
19076,26,rateus-no,729.00,47742
19077,26,rateus-no,839.33,5386
19078,26,rateus-no,643.67,12578
19079,26,rateus-no,11672.33,20445
19080,26,rateus-no,1518.44,12926
19081,26,rateus-no,12173.78,23157
19082,26,rateus-no,643.78,19574
19084,26,rateus-no,681.22,5596
19088,26,rateus-no,1204.89,22538
19090,26,rateus-no,578.00,8092
19093,26,rateus-no,11655.67,27428
19096,26,rateus-no,22408.11,47797
19097,26,rateus-no,2998.44,13727
19098,26,rateus-no,75943.67,28073
19099,26,rateus-no,749.56,19045
19100,26,rateus-no,1047.67,25707
19103,26,rateus-no,14440.11,30420
19104,26,rateus-no,1257.56,25749
19105,26,rateus-no,11724.33,19096
19106,26,rateus-no,1185.11,20584
19107,26,rateus-no,578.78,7161
19111,26,rateus-no,4650.89,37649
19113,26,rateus-no,610.22,18343
19114,26,rateus-no,12162.22,25105
19115,26,rateus-no,841.56,59880
19120,26,rateus-no,1030.44,20608
19121,26,rateus-no,11116.22,31396
19123,26,rateus-no,1625.11,55022
19124,26,rateus-no,1381.56,42802
19125,26,rateus-no,9109.56,26173
19126,26,rateus-no,10321.78,70788
19127,26,rateus-no,5558.33,40741
19128,26,rateus-no,2689.44,23103
19129,26,rateus-no,15959.00,30604
19130,26,rateus-no,982.67,39268
19131,26,rateus-no,3861.78,16084
19132,26,rateus-no,569.00,5876
19137,26,rateus-no,2829.78,46845
19138,26,rateus-no,38781.78,20281
19141,26,rateus-no,15193.56,19875
19145,26,rateus-no,2649.44,18836
19148,26,rateus-no,8357.33,17747
19149,26,rateus-no,758.00,14571
19150,26,rateus-no,30436.44,20620
19157,26,rateus-no,16571.11,55761
19159,26,rateus-no,692.33,16695
19163,26,rateus-no,408.33,44419
19165,26,rateus-no,10649.00,17666
19168,26,rateus-no,7721.89,41117
19169,26,rateus-no,2234.33,15660
19170,26,rateus-no,648.67,6434
19171,26,rateus-no,51236.89,81526
19173,26,rateus-no,774.33,32127
19174,26,rateus-no,3425.00,44480
19175,26,rateus-no,11623.22,23589
19176,26,rateus-no,1288.78,9067
19178,26,rateus-no,8868.78,32554
19183,26,rateus-no,1582.56,26651
19184,26,rateus-no,10056.89,23093
19187,26,rateus-no,7201.67,16149
19188,26,rateus-no,11603.56,29055
19189,26,rateus-no,28405.56,16402
19190,26,rateus-no,2425.22,21623
19191,26,rateus-no,16339.56,24388
19192,26,rateus-no,6837.22,39915
19193,26,rateus-no,11424.11,33578
19194,26,rateus-no,5947.22,59969
19195,26,rateus-no,11906.00,16757
19200,26,rateus-no,508.67,22345
19201,26,rateus-no,26785.00,64687
19202,26,rateus-no,951.11,16257
19208,26,rateus-no,14499.67,27997
19213,26,rateus-no,2185.44,28746
19220,26,rateus-no,10746.33,40382
19222,26,rateus-no,4963.89,19444
19224,26,rateus-no,8663.89,20748
19225,26,rateus-no,3810.67,22687
19227,26,rateus-no,11441.11,27574
19228,26,rateus-no,1992.44,24715
19229,26,rateus-no,5307.11,24254
19230,26,rateus-no,13695.11,21036
19232,26,rateus-no,13948.78,29809
19236,26,rateus-no,6762.56,36269
19237,26,rateus-no,13461.44,41034
19238,26,rateus-no,7723.67,132891
19239,26,rateus-no,22671.44,72878
19240,26,rateus-no,4922.44,42717
19241,26,rateus-no,12952.33,51265
19243,26,rateus-no,16348.78,50679
19246,26,rateus-no,2672.44,89600
19247,26,rateus-no,1383.89,30589
19249,26,rateus-no,916.11,20691
19250,26,rateus-no,3574.33,30290
19251,26,rateus-no,8619.00,74011
19252,26,rateus-no,19257.44,66982
19253,26,rateus-no,9788.33,35787
19254,26,rateus-no,11349.33,30678
19255,26,rateus-no,11233.33,26501
19256,26,rateus-no,1645.00,84680
19257,26,rateus-no,20688.00,43176
19258,26,rateus-no,18158.44,36624
19259,26,rateus-no,8942.89,29148
19260,26,rateus-no,10084.00,46916
19261,26,rateus-no,3953.44,26565
19263,26,rateus-no,18785.33,40539
19264,26,rateus-no,21058.44,39767
19267,26,rateus-no,11107.44,76169
19268,26,rateus-no,8758.44,85518
19269,26,rateus-no,21128.44,69242
19270,26,rateus-no,8191.89,49369
19271,26,rateus-no,11103.22,164715
19276,26,rateus-no,4499.33,26281
19278,26,rateus-no,15950.44,34852
19280,26,rateus-no,10784.00,24319
19282,26,rateus-no,13210.56,49189
19283,26,rateus-no,9423.11,35926
19284,26,rateus-no,14860.44,31523
19288,26,rateus-no,11633.00,69235
19290,26,rateus-no,3246.11,32765
19291,26,rateus-no,5118.11,28306
19293,26,rateus-no,11473.33,43943
19294,26,rateus-no,961.44,21945
19295,26,rateus-no,13137.89,59394
19296,26,rateus-no,22557.89,41049
19298,26,rateus-no,10196.56,75677
19299,26,rateus-no,12154.89,44853
19304,26,rateus-no,20234.56,63521
19309,26,rateus-no,8726.22,58370
19310,26,rateus-no,18211.11,41415
19311,26,rateus-no,1360.44,19402
19312,26,rateus-no,9693.89,37532
19314,26,rateus-no,8968.78,44343
19317,26,rateus-no,10928.56,39931
19318,26,rateus-no,12964.11,50433
19319,26,rateus-no,12276.78,49606
19320,26,rateus-no,697.22,114827
19322,26,rateus-no,13775.44,41392
19323,26,rateus-no,21305.44,109658
19324,26,rateus-no,8351.00,51999
19325,26,rateus-no,15149.67,58673
19326,26,rateus-no,12870.11,73050
19327,26,rateus-no,6038.89,26153
19330,26,rateus-no,17409.44,44645
19331,26,rateus-no,4462.11,39057
19332,26,rateus-no,80769.11,198450
19333,26,rateus-no,15803.56,28330
19334,26,rateus-no,71362.56,104828
19337,26,rateus-no,8408.44,27694
19338,26,rateus-no,10190.33,59076
19339,26,rateus-no,3513.56,78392
19340,26,rateus-no,11306.56,36200
19341,26,rateus-no,11554.44,33154
19342,26,rateus-no,5851.44,17203
19346,26,rateus-no,13005.22,69400
19347,26,rateus-no,1454.67,41358
19349,26,rateus-no,7884.11,25887
19350,26,rateus-no,11044.22,21896
19352,26,rateus-no,9448.44,30972
19353,26,rateus-no,7831.67,35830
19354,26,rateus-no,23713.67,27633
19355,26,rateus-no,11272.67,34413
19356,26,rateus-no,7765.67,39928
19358,26,rateus-no,11183.56,51761
19360,26,rateus-no,18557.56,72924
19361,26,rateus-no,15256.11,43195
19362,26,rateus-no,4186.33,22442
19363,26,rateus-no,15688.56,69646
19365,26,rateus-no,723.67,7385
19366,26,rateus-no,13699.11,38507
19367,26,rateus-no,2138.56,15593
19368,26,rateus-no,1375.00,9969
19370,26,rateus-no,1596.44,6113
19371,26,rateus-no,11202.89,39417
19372,26,rateus-no,5766.67,30028
19374,26,rateus-no,6040.78,43923
19377,26,rateus-no,778.67,14425
19378,26,rateus-no,3708.89,14072
19379,26,rateus-no,8643.00,34077
19381,26,rateus-no,11835.22,45767
19383,26,rateus-no,1058.78,6912
19384,26,rateus-no,10598.78,20420
19385,26,rateus-no,1512.78,36406
19387,26,rateus-no,506.44,12597
19388,26,rateus-no,1061.11,60278
19392,26,rateus-no,8109.89,19418
19393,26,rateus-no,11365.00,38728
19394,26,rateus-no,3658.78,31252
19395,26,rateus-no,13870.78,43841
19396,26,rateus-no,11930.89,38564
19397,26,rateus-no,12943.33,41031
19399,26,rateus-no,898.44,23726
19400,26,rateus-no,17061.67,52278
19401,26,rateus-no,8996.44,71517
19402,26,rateus-no,2450.56,19573
19404,26,rateus-no,24106.11,43781
19405,26,rateus-no,10800.56,31383
19406,26,rateus-no,5413.67,16422
19407,26,rateus-no,8719.33,23416
19410,26,rateus-no,26685.00,97386
19413,26,rateus-no,19655.33,167941
19414,26,rateus-no,11842.33,34539
19417,26,rateus-no,16186.56,61004
19418,26,rateus-no,13848.00,33450
19419,26,rateus-no,2682.78,20115
19420,26,rateus-no,7351.89,72432
19423,26,rateus-no,10282.67,41009
19424,26,rateus-no,8895.22,47595
19428,26,rateus-no,4247.11,27553
19429,26,rateus-no,11265.78,26465
19430,26,rateus-no,971.11,54616
19432,26,rateus-no,13972.78,38178
19433,26,rateus-no,14633.89,32585
19436,26,rateus-no,8206.44,21151
19439,26,rateus-no,6956.78,31344
19443,26,rateus-no,20314.89,79463
19444,26,rateus-no,17248.33,94365
19445,26,rateus-no,8443.67,46802
19446,26,rateus-no,9092.56,24017
19448,26,rateus-no,17074.00,28776
19449,26,rateus-no,13126.56,33104
19450,26,rateus-no,5503.56,28298
19451,26,rateus-no,13212.56,41571
19452,26,rateus-no,3314.00,37007
19453,26,rateus-no,3364.00,28933
19454,26,rateus-no,9791.11,32307
19455,26,rateus-no,12382.11,78721
19456,26,rateus-no,30864.67,59001
19457,26,rateus-no,8040.67,28490
19458,26,rateus-no,14195.67,42185
19460,26,rateus-no,25645.33,26460
19461,26,rateus-no,9242.67,38060
19463,26,rateus-no,15038.56,40139
19464,26,rateus-no,4157.22,30484
19466,26,rateus-no,881.44,72006
19467,26,rateus-no,12422.44,36964
19469,26,rateus-no,13276.33,35679
19470,26,rateus-no,8794.56,35567
19472,26,rateus-no,16272.89,38139
19473,26,rateus-no,1840.00,17037
19474,26,rateus-no,6764.67,35816
19477,26,rateus-no,682.00,12114
19478,26,rateus-no,14133.67,23280
19479,26,rateus-no,15941.44,54097
19484,26,rateus-no,59932.78,55742
19485,26,rateus-no,4574.56,36340
19489,26,rateus-no,8680.89,108956
19491,26,rateus-no,12899.56,44100
19492,26,rateus-no,844.33,40718
19494,26,rateus-no,861.22,87224
19495,26,rateus-no,2170.11,43837
19501,26,rateus-no,9532.56,26027
19503,26,rateus-no,1196.78,81640
19504,26,rateus-no,1526.78,80192
19505,26,rateus-no,16053.44,117640
19508,26,rateus-no,15166.56,69664
19509,26,rateus-no,4796.00,43239
19512,26,rateus-no,1669.11,36806
19513,26,rateus-no,10609.33,37970
19514,26,rateus-no,11580.11,30712
19515,26,rateus-no,19293.89,35715
19516,26,rateus-no,24543.56,68337
19517,26,rateus-no,10805.67,55091
19518,26,rateus-no,11054.56,72367
19520,26,rateus-no,7952.56,42320
19522,26,rateus-no,6591.22,23570
19524,26,rateus-no,18559.78,41918
19527,26,rateus-no,10642.67,51427
19528,26,rateus-no,43701.78,82183
19530,26,rateus-no,15351.89,36500
19532,26,rateus-no,14633.22,38153
19533,26,rateus-no,11876.67,62016
19534,26,rateus-no,10064.33,34553
19535,26,rateus-no,9112.11,65180
19537,26,rateus-no,11216.00,27929
19538,26,rateus-no,11860.22,72836
19539,26,rateus-no,15743.56,44553
19540,26,rateus-no,9932.22,23417
19541,26,rateus-no,5690.44,22176
19542,26,rateus-no,10860.89,20873
19543,26,rateus-no,1015.00,53119
19546,26,rateus-no,10288.22,33133
19547,26,rateus-no,18628.11,54663
19549,26,rateus-no,11928.56,27764
19550,26,rateus-no,11479.44,36406
19551,26,rateus-no,6971.89,68038
19553,26,rateus-no,13698.11,54942
19554,26,rateus-no,16426.78,102830
19555,26,rateus-no,17334.00,55853
19560,26,rateus-no,13552.11,47743
19561,26,rateus-no,4595.56,23984
19563,26,rateus-no,7234.44,57796
19564,26,rateus-no,8713.44,22639
19565,26,rateus-no,10204.00,51079
19566,26,rateus-no,13221.33,52247
19567,26,rateus-no,16540.56,29649
19568,26,rateus-no,11735.44,32953
19570,26,rateus-no,10998.00,43653
19571,26,rateus-no,10604.89,69144
19573,26,rateus-no,18123.11,94428
19574,26,rateus-no,12859.33,55749
19575,26,rateus-no,3550.33,28945
19576,26,rateus-no,21808.11,45934
19579,26,rateus-no,6120.89,60282
19580,26,rateus-no,17083.22,102330
19581,26,rateus-no,10884.11,35560
19582,26,rateus-no,7807.33,29908
19583,26,rateus-no,20316.00,243963
19584,26,rateus-no,31013.33,194393
19594,26,rateus-no,9983.22,43754
19595,26,rateus-no,1468.44,53694
19597,26,rateus-no,18279.78,59169
19600,26,rateus-no,13317.22,87817
19603,26,rateus-no,9482.67,45328
19604,26,rateus-no,20891.33,120607
19606,26,rateus-no,5206.00,53376
19608,26,rateus-no,5845.11,39130
19609,26,rateus-no,13536.56,40961
19610,26,rateus-no,13963.89,43925
19611,26,rateus-no,17307.11,62948
19613,26,rateus-no,8064.89,27681
19614,26,rateus-no,6446.22,57257
19616,26,rateus-no,2200.44,36205
19617,26,rateus-no,12574.78,27984
19618,26,rateus-no,2482.89,43397
19619,26,rateus-no,10615.11,29586
19620,26,rateus-no,3723.11,49193
19621,26,rateus-no,8749.11,44710
19624,26,rateus-no,7849.89,36903
19625,26,rateus-no,11747.78,23815
19626,26,rateus-no,985.33,48078
19627,26,rateus-no,10155.22,126488
19628,26,rateus-no,8197.44,38741
19629,26,rateus-no,8388.56,28220
19633,26,rateus-no,17863.44,91295
19634,26,rateus-no,7926.44,25892
19635,26,rateus-no,8227.11,21809
19636,26,rateus-no,8502.22,59770
19637,26,rateus-no,20550.67,47683
19638,26,rateus-no,9513.33,21808
19639,26,rateus-no,6686.89,25448
19640,26,rateus-no,9025.78,32704
19642,26,rateus-no,18113.33,33567
19643,26,rateus-no,18538.22,59774
19644,26,rateus-no,20536.11,33165
19645,26,rateus-no,35626.00,85458
19648,26,rateus-no,9285.44,60176
19649,26,rateus-no,2397.33,15204
19650,26,rateus-no,17422.44,26196
19654,26,rateus-no,4026.89,94540
19655,26,rateus-no,28722.22,54015
19656,26,rateus-no,18070.00,52911
19657,26,rateus-no,18917.67,54179
19658,26,rateus-no,19462.00,45809
19661,26,rateus-no,9534.56,38249
19668,26,rateus-no,14950.56,24925
19670,26,rateus-no,23784.89,40221
19671,26,rateus-no,13234.11,29265
19673,26,rateus-no,13876.00,58223
19675,26,rateus-no,5985.00,134845
19676,26,rateus-no,21384.44,36818
19677,26,rateus-no,4828.78,49296
19680,26,rateus-no,16525.44,36804
19681,26,rateus-no,9454.22,30357
19682,26,rateus-no,9024.56,40670
19684,26,rateus-no,12822.44,34787
19685,26,rateus-no,12158.78,56879
19686,26,rateus-no,8556.44,24673
19691,26,rateus-no,12813.00,35370
19692,26,rateus-no,23291.00,61130
19694,26,rateus-no,14852.56,44182
19695,26,rateus-no,20387.22,47294
19696,26,rateus-no,11031.67,49528
19697,26,rateus-no,10638.44,70695
19698,26,rateus-no,10212.78,39181
19699,26,rateus-no,18458.11,42111
19700,26,rateus-no,5928.89,68171
19701,26,rateus-no,15793.11,132987
19702,26,rateus-no,13809.89,172576
19704,26,rateus-no,36598.11,28251
19705,26,rateus-no,10817.00,40845
19706,26,rateus-no,6673.22,21905
19707,26,rateus-no,11346.00,66566
19708,26,rateus-no,1207.22,14283
