sid,stid,category
19394,26,NEU
19395,26,ANG
19396,26,ANG
19397,26,ANG
19399,26,ANG
19400,26,COM
19401,26,COM
19402,26,HOP
19404,26,NEU
19405,26,HOP
19406,26,HOP
19407,26,NEU
19410,26,COM
19413,26,COM
19414,26,NEU
19417,26,COM
19418,26,HOP
19419,26,HOP
19420,26,NEU
19423,26,HOP
19424,26,NEU
19428,26,NEU
19429,26,NEU
19430,26,ANG
19432,26,ANG
19433,26,ANG
19436,26,HOP
19439,26,ANG
19443,26,COM
19444,26,HOP
19445,26,COM
19446,26,HOP
19448,26,COM
19449,26,NEU
19450,26,HOP
19451,26,COM
19452,26,HOP
19453,26,NEU
19454,26,ANG
19455,26,COM
19456,26,HOP
19457,26,NEU
19458,26,ANG
19460,26,COM
19461,26,HOP
19463,26,NEU
19464,26,ANG
19466,26,COM
19467,26,HOP
19469,26,NEU
19470,26,NEU
19472,26,COM
19473,26,HOP
19474,26,ANG
19477,26,COM
19478,26,HOP
19479,26,NEU
19484,26,COM
19485,26,ANG
19489,26,NEU
19491,26,COM
19492,26,HOP
19494,26,ANG
19495,26,COM
19501,26,ANG
19503,26,COM
19504,26,NEU
19505,26,HOP
19508,26,HOP
19509,26,HOP
19512,26,NEU
19513,26,COM
19514,26,COM
19515,26,NEU
19516,26,ANG
19517,26,ANG
19518,26,NEU
19520,26,ANG
19522,26,HOP
19524,26,COM
19527,26,NEU
19528,26,COM
19530,26,NEU
19532,26,ANG
19533,26,COM
19534,26,ANG
19535,26,ANG
19537,26,HOP
19538,26,NEU
19539,26,COM
19540,26,HOP
19541,26,NEU
19542,26,NEU
19543,26,ANG
19546,26,HOP
19547,26,COM
19549,26,HOP
19550,26,HOP
19551,26,NEU
19553,26,ANG
19554,26,COM
19555,26,ANG
19560,26,HOP
19561,26,NEU
19563,26,COM
19564,26,COM
19565,26,NEU
19566,26,ANG
19567,26,HOP
19568,26,NEU
19570,26,ANG
19571,26,COM
19573,26,COM
19574,26,NEU
19575,26,ANG
19576,26,COM
19579,26,HOP
19580,26,NEU
19581,26,ANG
19582,26,HOP
19583,26,NEU
19584,26,ANG
19594,26,NEU
19595,26,ANG
19597,26,COM
19600,26,HOP
19603,26,NEU
19604,26,COM
19606,26,ANG
19608,26,COM
19609,26,COM
19610,26,NEU
19611,26,COM
19613,26,ANG
19614,26,HOP
19616,26,HOP
19617,26,HOP
19618,26,HOP
19619,26,NEU
19620,26,NEU
19621,26,ANG
19624,26,ANG
19625,26,COM
19626,26,HOP
19627,26,NEU
19628,26,ANG
19629,26,COM
19633,26,NEU
19634,26,NEU
19635,26,ANG
19636,26,ANG
19637,26,COM
19638,26,COM
19639,26,HOP
19640,26,ANG
19642,26,COM
19643,26,COM
19644,26,HOP
19645,26,NEU
19648,26,ANG
19649,26,ANG
19650,26,HOP
19654,26,ANG
19655,26,COM
19656,26,HOP
19657,26,NEU
19658,26,NEU
19661,26,COM
19668,26,ANG
19670,26,COM
19671,26,HOP
19673,26,NEU
19675,26,ANG
19676,26,COM
19677,26,HOP
19680,26,NEU
19681,26,ANG
19682,26,ANG
19684,26,COM
19685,26,COM
19686,26,HOP
19691,26,HOP
19692,26,NEU
19694,26,ANG
19695,26,COM
19696,26,HOP
19697,26,NEU
19698,26,ANG
19699,26,COM
19700,26,HOP
19701,26,NEU
19702,26,ANG
19704,26,COM
19705,26,COM
19706,26,HOP
19707,26,NEU
19708,26,ANG
