sid,stid,name,ord,part,opt
7450,23,rateus-pl,3,1,49
7450,23,rateus-pl,3,2,1
7450,23,rateus-pl,3,3,0
7450,23,rateus-pl,3,4,31
7451,23,rateus-pl,1,0,0
7451,23,rateus-pl,1,1,72
7451,23,rateus-pl,1,2,35
7451,23,rateus-pl,1,3,99
7451,23,rateus-pl,1,4,0
7452,23,rateus-pl,3,0,50
7452,23,rateus-pl,3,1,22
7452,23,rateus-pl,3,2,0
7452,23,rateus-pl,3,3,8
7452,23,rateus-pl,3,4,5
7454,23,rateus-pl,1,0,5
7454,23,rateus-pl,1,1,33
7454,23,rateus-pl,1,2,14
7454,23,rateus-pl,1,3,88
7454,23,rateus-pl,1,4,20
7455,23,rateus-pl,1,0,17
7455,23,rateus-pl,1,1,55
7455,23,rateus-pl,1,2,47
7455,23,rateus-pl,1,3,85
7455,23,rateus-pl,1,4,10
7458,23,rateus-pl,2,0,92
7458,23,rateus-pl,2,1,61
7458,23,rateus-pl,2,2,0
7458,23,rateus-pl,2,3,10
7458,23,rateus-pl,2,4,99
7459,23,rateus-pl,0,0,6
7459,23,rateus-pl,0,1,99
7459,23,rateus-pl,0,2,99
7459,23,rateus-pl,0,3,3
7459,23,rateus-pl,0,4,4
7460,23,rateus-pl,2,0,83
7460,23,rateus-pl,2,1,28
7460,23,rateus-pl,2,2,15
7460,23,rateus-pl,2,3,37
7460,23,rateus-pl,2,4,73
7461,23,rateus-pl,3,0,76
7461,23,rateus-pl,3,1,14
7461,23,rateus-pl,3,2,0
7461,23,rateus-pl,3,3,1
7461,23,rateus-pl,3,4,47
7462,23,rateus-pl,3,0,90
7462,23,rateus-pl,3,1,7
7462,23,rateus-pl,3,2,0
7462,23,rateus-pl,3,3,0
7462,23,rateus-pl,3,4,76
7464,23,rateus-pl,2,0,62
7464,23,rateus-pl,2,1,72
7464,23,rateus-pl,2,2,53
7464,23,rateus-pl,2,3,61
7464,23,rateus-pl,2,4,59
7467,23,rateus-pl,0,0,18
7467,23,rateus-pl,0,1,61
7467,23,rateus-pl,0,2,75
7467,23,rateus-pl,0,3,37
7467,23,rateus-pl,0,4,25
7468,23,rateus-pl,1,0,9
7468,23,rateus-pl,1,1,82
7468,23,rateus-pl,1,2,63
7468,23,rateus-pl,1,3,98
7468,23,rateus-pl,1,4,76
7469,23,rateus-pl,1,0,14
7469,23,rateus-pl,1,1,65
7469,23,rateus-pl,1,2,78
7469,23,rateus-pl,1,3,92
7469,23,rateus-pl,1,4,12
7470,23,rateus-pl,3,0,87
7470,23,rateus-pl,3,1,17
7470,23,rateus-pl,3,2,1
7470,23,rateus-pl,3,3,3
7470,23,rateus-pl,3,4,46
7471,23,rateus-pl,1,0,15
7471,23,rateus-pl,1,1,69
7471,23,rateus-pl,1,2,42
7471,23,rateus-pl,1,3,89
7471,23,rateus-pl,1,4,0
7472,23,rateus-pl,1,0,18
7472,23,rateus-pl,1,1,50
7472,23,rateus-pl,1,2,19
7472,23,rateus-pl,1,3,49
7472,23,rateus-pl,1,4,70
7473,23,rateus-pl,2,0,95
7473,23,rateus-pl,2,1,77
7473,23,rateus-pl,2,2,31
7473,23,rateus-pl,2,3,69
7473,23,rateus-pl,2,4,60
7474,23,rateus-pl,2,0,87
7474,23,rateus-pl,2,1,65
7474,23,rateus-pl,2,2,9
7474,23,rateus-pl,2,3,13
7474,23,rateus-pl,2,4,83
7475,23,rateus-pl,3,0,55
7475,23,rateus-pl,3,1,55
7475,23,rateus-pl,3,2,6
7475,23,rateus-pl,3,3,46
7475,23,rateus-pl,3,4,61
7479,23,rateus-pl,3,0,52
7479,23,rateus-pl,3,1,16
7479,23,rateus-pl,3,2,0
7479,23,rateus-pl,3,3,25
7479,23,rateus-pl,3,4,28
7480,23,rateus-pl,0,0,2
7480,23,rateus-pl,0,1,67
7480,23,rateus-pl,0,2,71
7480,23,rateus-pl,0,3,48
7480,23,rateus-pl,0,4,3
7481,23,rateus-pl,0,0,0
7481,23,rateus-pl,0,1,64
7481,23,rateus-pl,0,2,89
7481,23,rateus-pl,0,3,0
7481,23,rateus-pl,0,4,0
7482,23,rateus-pl,0,0,10
7482,23,rateus-pl,0,1,66
7482,23,rateus-pl,0,2,70
7482,23,rateus-pl,0,3,26
7482,23,rateus-pl,0,4,12
7486,23,rateus-pl,2,0,91
7486,23,rateus-pl,2,1,86
7486,23,rateus-pl,2,2,3
7486,23,rateus-pl,2,3,36
7486,23,rateus-pl,2,4,85
7488,23,rateus-pl,3,0,80
7488,23,rateus-pl,3,1,6
7488,23,rateus-pl,3,2,0
7488,23,rateus-pl,3,3,0
7488,23,rateus-pl,3,4,53
7490,23,rateus-pl,2,0,99
7490,23,rateus-pl,2,1,68
7490,23,rateus-pl,2,2,0
7490,23,rateus-pl,2,3,7
7490,23,rateus-pl,2,4,99
7492,23,rateus-pl,2,0,0
7492,23,rateus-pl,2,1,0
7492,23,rateus-pl,2,2,0
7492,23,rateus-pl,2,3,0
7492,23,rateus-pl,2,4,0
7493,23,rateus-pl,0,0,15
7493,23,rateus-pl,0,1,50
7493,23,rateus-pl,0,2,67
7493,23,rateus-pl,0,3,71
7493,23,rateus-pl,0,4,25
7494,23,rateus-pl,0,0,17
7494,23,rateus-pl,0,1,84
7494,23,rateus-pl,0,2,75
7494,23,rateus-pl,0,3,79
7494,23,rateus-pl,0,4,19
7496,23,rateus-pl,1,0,0
7496,23,rateus-pl,1,1,99
7496,23,rateus-pl,1,2,99
7496,23,rateus-pl,1,3,99
7496,23,rateus-pl,1,4,0
7497,23,rateus-pl,2,0,96
7497,23,rateus-pl,2,1,49
7497,23,rateus-pl,2,2,47
7497,23,rateus-pl,2,3,51
7497,23,rateus-pl,2,4,96
7498,23,rateus-pl,1,0,0
7498,23,rateus-pl,1,1,70
7498,23,rateus-pl,1,2,63
7498,23,rateus-pl,1,3,94
7498,23,rateus-pl,1,4,0
7499,23,rateus-pl,1,0,1
7499,23,rateus-pl,1,1,86
7499,23,rateus-pl,1,2,61
7499,23,rateus-pl,1,3,98
7499,23,rateus-pl,1,4,1
7501,23,rateus-pl,0,0,31
7501,23,rateus-pl,0,1,57
7501,23,rateus-pl,0,2,53
7501,23,rateus-pl,0,3,2
7501,23,rateus-pl,0,4,3
7502,23,rateus-pl,0,0,0
7502,23,rateus-pl,0,1,60
7502,23,rateus-pl,0,2,83
7502,23,rateus-pl,0,3,6
7502,23,rateus-pl,0,4,0
7503,23,rateus-pl,3,0,79
7503,23,rateus-pl,3,1,40
7503,23,rateus-pl,3,2,9
7503,23,rateus-pl,3,3,47
7503,23,rateus-pl,3,4,47
7504,23,rateus-pl,2,0,99
7504,23,rateus-pl,2,1,86
7504,23,rateus-pl,2,2,3
7504,23,rateus-pl,2,3,3
7504,23,rateus-pl,2,4,99
7506,23,rateus-pl,3,0,0
7506,23,rateus-pl,3,1,49
7506,23,rateus-pl,3,2,50
7506,23,rateus-pl,3,3,50
7506,23,rateus-pl,3,4,50
7507,23,rateus-pl,1,0,0
7507,23,rateus-pl,1,1,61
7507,23,rateus-pl,1,2,54
7507,23,rateus-pl,1,3,82
7507,23,rateus-pl,1,4,35
7509,23,rateus-pl,1,0,0
7509,23,rateus-pl,1,1,99
7509,23,rateus-pl,1,2,95
7509,23,rateus-pl,1,3,85
7509,23,rateus-pl,1,4,19
7512,23,rateus-pl,3,0,48
7512,23,rateus-pl,3,1,0
7512,23,rateus-pl,3,2,0
7512,23,rateus-pl,3,3,0
7512,23,rateus-pl,3,4,33
7513,23,rateus-pl,0,0,19
7513,23,rateus-pl,0,1,56
7513,23,rateus-pl,0,2,62
7513,23,rateus-pl,0,3,32
7513,23,rateus-pl,0,4,30
7514,23,rateus-pl,2,0,75
7514,23,rateus-pl,2,1,82
7514,23,rateus-pl,2,2,9
7514,23,rateus-pl,2,3,86
7514,23,rateus-pl,2,4,85
7515,23,rateus-pl,3,0,81
7515,23,rateus-pl,3,1,22
7515,23,rateus-pl,3,2,0
7515,23,rateus-pl,3,3,13
7515,23,rateus-pl,3,4,24
7516,23,rateus-pl,3,0,57
7516,23,rateus-pl,3,1,29
7516,23,rateus-pl,3,2,5
7516,23,rateus-pl,3,3,30
7516,23,rateus-pl,3,4,31
7519,23,rateus-pl,1,0,35
7519,23,rateus-pl,1,1,67
7519,23,rateus-pl,1,2,48
7519,23,rateus-pl,1,3,78
7519,23,rateus-pl,1,4,35
7520,23,rateus-pl,2,0,99
7520,23,rateus-pl,2,1,77
7520,23,rateus-pl,2,2,21
7520,23,rateus-pl,2,3,42
7520,23,rateus-pl,2,4,83
7521,23,rateus-pl,0,0,23
7521,23,rateus-pl,0,1,62
7521,23,rateus-pl,0,2,74
7521,23,rateus-pl,0,3,45
7521,23,rateus-pl,0,4,23
7522,23,rateus-pl,1,0,3
7522,23,rateus-pl,1,1,94
7522,23,rateus-pl,1,2,82
7522,23,rateus-pl,1,3,98
7522,23,rateus-pl,1,4,51
7523,23,rateus-pl,1,0,36
7523,23,rateus-pl,1,1,63
7523,23,rateus-pl,1,2,81
7523,23,rateus-pl,1,3,32
7523,23,rateus-pl,1,4,31
7526,23,rateus-pl,2,0,40
7526,23,rateus-pl,2,1,74
7526,23,rateus-pl,2,2,33
7526,23,rateus-pl,2,3,35
7526,23,rateus-pl,2,4,74
7531,23,rateus-pl,3,0,44
7531,23,rateus-pl,3,1,40
7531,23,rateus-pl,3,2,15
7531,23,rateus-pl,3,3,14
7531,23,rateus-pl,3,4,7
7532,23,rateus-pl,0,0,33
7532,23,rateus-pl,0,1,52
7532,23,rateus-pl,0,2,64
7532,23,rateus-pl,0,3,49
7532,23,rateus-pl,0,4,55
7533,23,rateus-pl,2,0,99
7533,23,rateus-pl,2,1,22
7533,23,rateus-pl,2,2,0
7533,23,rateus-pl,2,3,0
7533,23,rateus-pl,2,4,99
7535,23,rateus-pl,3,0,41
7535,23,rateus-pl,3,1,49
7535,23,rateus-pl,3,2,26
7535,23,rateus-pl,3,3,49
7535,23,rateus-pl,3,4,74
7539,23,rateus-pl,1,0,15
7539,23,rateus-pl,1,1,84
7539,23,rateus-pl,1,2,99
7539,23,rateus-pl,1,3,97
7539,23,rateus-pl,1,4,51
7540,23,rateus-pl,3,0,61
7540,23,rateus-pl,3,1,32
7540,23,rateus-pl,3,2,1
7540,23,rateus-pl,3,3,4
7540,23,rateus-pl,3,4,60
7541,23,rateus-pl,0,0,50
7541,23,rateus-pl,0,1,0
7541,23,rateus-pl,0,2,1
7541,23,rateus-pl,0,3,0
7541,23,rateus-pl,0,4,0
7542,23,rateus-pl,0,0,34
7542,23,rateus-pl,0,1,65
7542,23,rateus-pl,0,2,60
7542,23,rateus-pl,0,3,74
7542,23,rateus-pl,0,4,29
7545,23,rateus-pl,1,0,28
7545,23,rateus-pl,1,1,99
7545,23,rateus-pl,1,2,70
7545,23,rateus-pl,1,3,99
7545,23,rateus-pl,1,4,35
7546,23,rateus-pl,2,0,66
7546,23,rateus-pl,2,1,73
7546,23,rateus-pl,2,2,50
7546,23,rateus-pl,2,3,73
7546,23,rateus-pl,2,4,71
7547,23,rateus-pl,3,0,75
7547,23,rateus-pl,3,1,73
7547,23,rateus-pl,3,2,40
7547,23,rateus-pl,3,3,53
7547,23,rateus-pl,3,4,69
7548,23,rateus-pl,3,0,50
7548,23,rateus-pl,3,1,50
7548,23,rateus-pl,3,2,11
7548,23,rateus-pl,3,3,13
7548,23,rateus-pl,3,4,22
7549,23,rateus-pl,2,0,96
7549,23,rateus-pl,2,1,71
7549,23,rateus-pl,2,2,5
7549,23,rateus-pl,2,3,3
7549,23,rateus-pl,2,4,96
7550,23,rateus-pl,0,0,42
7550,23,rateus-pl,0,1,58
7550,23,rateus-pl,0,2,70
7550,23,rateus-pl,0,3,75
7550,23,rateus-pl,0,4,25
7552,23,rateus-pl,1,0,54
7552,23,rateus-pl,1,1,51
7552,23,rateus-pl,1,2,26
7552,23,rateus-pl,1,3,57
7552,23,rateus-pl,1,4,8
7553,23,rateus-pl,2,0,98
7553,23,rateus-pl,2,1,75
7553,23,rateus-pl,2,2,0
7553,23,rateus-pl,2,3,0
7553,23,rateus-pl,2,4,99
7554,23,rateus-pl,3,0,77
7554,23,rateus-pl,3,1,0
7554,23,rateus-pl,3,2,0
7554,23,rateus-pl,3,3,0
7554,23,rateus-pl,3,4,48
7556,23,rateus-pl,0,0,26
7556,23,rateus-pl,0,1,71
7556,23,rateus-pl,0,2,79
7556,23,rateus-pl,0,3,49
7556,23,rateus-pl,0,4,11
7559,23,rateus-pl,1,0,5
7559,23,rateus-pl,1,1,61
7559,23,rateus-pl,1,2,67
7559,23,rateus-pl,1,3,76
7559,23,rateus-pl,1,4,11
7560,23,rateus-pl,2,0,99
7560,23,rateus-pl,2,1,45
7560,23,rateus-pl,2,2,6
7560,23,rateus-pl,2,3,38
7560,23,rateus-pl,2,4,99
7563,23,rateus-pl,3,0,70
7563,23,rateus-pl,3,1,48
7563,23,rateus-pl,3,2,9
7563,23,rateus-pl,3,3,36
7563,23,rateus-pl,3,4,48
7567,23,rateus-pl,0,0,21
7567,23,rateus-pl,0,1,47
7567,23,rateus-pl,0,2,63
7567,23,rateus-pl,0,3,52
7567,23,rateus-pl,0,4,13
7571,23,rateus-pl,3,0,54
7571,23,rateus-pl,3,1,31
7571,23,rateus-pl,3,2,21
7571,23,rateus-pl,3,3,21
7571,23,rateus-pl,3,4,41
7573,23,rateus-pl,1,0,22
7573,23,rateus-pl,1,1,80
7573,23,rateus-pl,1,2,85
7573,23,rateus-pl,1,3,83
7573,23,rateus-pl,1,4,58
7575,23,rateus-pl,2,0,64
7575,23,rateus-pl,2,1,33
7575,23,rateus-pl,2,2,8
7575,23,rateus-pl,2,3,34
7575,23,rateus-pl,2,4,81
7576,23,rateus-pl,3,0,91
7576,23,rateus-pl,3,1,56
7576,23,rateus-pl,3,2,7
7576,23,rateus-pl,3,3,9
7576,23,rateus-pl,3,4,93
7579,23,rateus-pl,0,0,5
7579,23,rateus-pl,0,1,76
7579,23,rateus-pl,0,2,79
7579,23,rateus-pl,0,3,51
7579,23,rateus-pl,0,4,20
7580,23,rateus-pl,1,0,1
7580,23,rateus-pl,1,1,97
7580,23,rateus-pl,1,2,75
7580,23,rateus-pl,1,3,49
7580,23,rateus-pl,1,4,1
7582,23,rateus-pl,1,0,18
7582,23,rateus-pl,1,1,74
7582,23,rateus-pl,1,2,61
7582,23,rateus-pl,1,3,87
7582,23,rateus-pl,1,4,7
7583,23,rateus-pl,2,0,96
7583,23,rateus-pl,2,1,55
7583,23,rateus-pl,2,2,2
7583,23,rateus-pl,2,3,1
7583,23,rateus-pl,2,4,84
7584,23,rateus-pl,2,0,98
7584,23,rateus-pl,2,1,9
7584,23,rateus-pl,2,2,18
7584,23,rateus-pl,2,3,4
7584,23,rateus-pl,2,4,74
7586,23,rateus-pl,0,0,0
7586,23,rateus-pl,0,1,19
7586,23,rateus-pl,0,2,52
7586,23,rateus-pl,0,3,0
7586,23,rateus-pl,0,4,2
7587,23,rateus-pl,3,0,49
7587,23,rateus-pl,3,1,12
7587,23,rateus-pl,3,2,11
7587,23,rateus-pl,3,3,12
7587,23,rateus-pl,3,4,11
7588,23,rateus-pl,0,0,12
7588,23,rateus-pl,0,1,57
7588,23,rateus-pl,0,2,64
7588,23,rateus-pl,0,3,15
7588,23,rateus-pl,0,4,10
7594,23,rateus-pl,2,0,85
7594,23,rateus-pl,2,1,49
7594,23,rateus-pl,2,2,0
7594,23,rateus-pl,2,3,22
7594,23,rateus-pl,2,4,74
7595,23,rateus-pl,3,0,50
7595,23,rateus-pl,3,1,18
7595,23,rateus-pl,3,2,1
7595,23,rateus-pl,3,3,0
7595,23,rateus-pl,3,4,15
7596,23,rateus-pl,0,0,0
7596,23,rateus-pl,0,1,70
7596,23,rateus-pl,0,2,99
7596,23,rateus-pl,0,3,74
7596,23,rateus-pl,0,4,21
7597,23,rateus-pl,1,0,89
7597,23,rateus-pl,1,1,99
7597,23,rateus-pl,1,2,65
7597,23,rateus-pl,1,3,99
7597,23,rateus-pl,1,4,5
7598,23,rateus-pl,2,0,53
7598,23,rateus-pl,2,1,34
7598,23,rateus-pl,2,2,12
7598,23,rateus-pl,2,3,54
7598,23,rateus-pl,2,4,28
7600,23,rateus-pl,3,0,55
7600,23,rateus-pl,3,1,34
7600,23,rateus-pl,3,2,8
7600,23,rateus-pl,3,3,43
7600,23,rateus-pl,3,4,46
7602,23,rateus-pl,0,0,90
7602,23,rateus-pl,0,1,62
7602,23,rateus-pl,0,2,67
7602,23,rateus-pl,0,3,34
7602,23,rateus-pl,0,4,0
7604,23,rateus-pl,1,0,0
7604,23,rateus-pl,1,1,99
7604,23,rateus-pl,1,2,99
7604,23,rateus-pl,1,3,99
7604,23,rateus-pl,1,4,51
7605,23,rateus-pl,2,0,98
7605,23,rateus-pl,2,1,81
7605,23,rateus-pl,2,2,0
7605,23,rateus-pl,2,3,0
7605,23,rateus-pl,2,4,87
7606,23,rateus-pl,0,0,37
7606,23,rateus-pl,0,1,55
7606,23,rateus-pl,0,2,55
7606,23,rateus-pl,0,3,32
7606,23,rateus-pl,0,4,7
7607,23,rateus-pl,2,0,87
7607,23,rateus-pl,2,1,12
7607,23,rateus-pl,2,2,5
7607,23,rateus-pl,2,3,3
7607,23,rateus-pl,2,4,79
7608,23,rateus-pl,1,0,0
7608,23,rateus-pl,1,1,99
7608,23,rateus-pl,1,2,99
7608,23,rateus-pl,1,3,99
7608,23,rateus-pl,1,4,0
7609,23,rateus-pl,3,0,55
7609,23,rateus-pl,3,1,50
7609,23,rateus-pl,3,2,1
7609,23,rateus-pl,3,3,0
7609,23,rateus-pl,3,4,48
7610,23,rateus-pl,0,0,9
7610,23,rateus-pl,0,1,89
7610,23,rateus-pl,0,2,74
7610,23,rateus-pl,0,3,69
7610,23,rateus-pl,0,4,34
7611,23,rateus-pl,1,0,2
7611,23,rateus-pl,1,1,93
7611,23,rateus-pl,1,2,96
7611,23,rateus-pl,1,3,96
7611,23,rateus-pl,1,4,95
7612,23,rateus-pl,2,0,80
7612,23,rateus-pl,2,1,45
7612,23,rateus-pl,2,2,0
7612,23,rateus-pl,2,3,2
7612,23,rateus-pl,2,4,63
7613,23,rateus-pl,3,0,97
7613,23,rateus-pl,3,1,0
7613,23,rateus-pl,3,2,0
7613,23,rateus-pl,3,3,1
7613,23,rateus-pl,3,4,98
7614,23,rateus-pl,0,0,10
7614,23,rateus-pl,0,1,34
7614,23,rateus-pl,0,2,69
7614,23,rateus-pl,0,3,1
7614,23,rateus-pl,0,4,0
7616,23,rateus-pl,1,0,22
7616,23,rateus-pl,1,1,78
7616,23,rateus-pl,1,2,69
7616,23,rateus-pl,1,3,95
7616,23,rateus-pl,1,4,26
7617,23,rateus-pl,2,0,99
7617,23,rateus-pl,2,1,88
7617,23,rateus-pl,2,2,0
7617,23,rateus-pl,2,3,0
7617,23,rateus-pl,2,4,99
7623,23,rateus-pl,0,0,0
7623,23,rateus-pl,0,1,42
7623,23,rateus-pl,0,2,70
7623,23,rateus-pl,0,3,49
7623,23,rateus-pl,0,4,5
7624,23,rateus-pl,1,0,51
7624,23,rateus-pl,1,1,54
7624,23,rateus-pl,1,2,35
7624,23,rateus-pl,1,3,72
7624,23,rateus-pl,1,4,46
7625,23,rateus-pl,3,0,56
7625,23,rateus-pl,3,1,49
7625,23,rateus-pl,3,2,9
7625,23,rateus-pl,3,3,23
7625,23,rateus-pl,3,4,47
7627,23,rateus-pl,2,0,77
7627,23,rateus-pl,2,1,1
7627,23,rateus-pl,2,2,1
7627,23,rateus-pl,2,3,1
7627,23,rateus-pl,2,4,48
7631,23,rateus-pl,0,0,36
7631,23,rateus-pl,0,1,47
7631,23,rateus-pl,0,2,77
7631,23,rateus-pl,0,3,48
7631,23,rateus-pl,0,4,32
7638,23,rateus-pl,2,0,99
7638,23,rateus-pl,2,1,50
7638,23,rateus-pl,2,2,1
7638,23,rateus-pl,2,3,1
7638,23,rateus-pl,2,4,99
7639,23,rateus-pl,2,0,80
7639,23,rateus-pl,2,1,67
7639,23,rateus-pl,2,2,2
7639,23,rateus-pl,2,3,2
7639,23,rateus-pl,2,4,95
7640,23,rateus-pl,3,0,85
7640,23,rateus-pl,3,1,30
7640,23,rateus-pl,3,2,2
7640,23,rateus-pl,3,3,10
7640,23,rateus-pl,3,4,4
7643,23,rateus-pl,0,0,30
7643,23,rateus-pl,0,1,63
7643,23,rateus-pl,0,2,78
7643,23,rateus-pl,0,3,31
7643,23,rateus-pl,0,4,29
7647,23,rateus-pl,1,0,0
7647,23,rateus-pl,1,1,96
7647,23,rateus-pl,1,2,99
7647,23,rateus-pl,1,3,99
7647,23,rateus-pl,1,4,90
7651,23,rateus-pl,3,0,66
7651,23,rateus-pl,3,1,54
7651,23,rateus-pl,3,2,52
7651,23,rateus-pl,3,3,68
7651,23,rateus-pl,3,4,70
7654,23,rateus-pl,0,0,76
7654,23,rateus-pl,0,1,65
7654,23,rateus-pl,0,2,77
7654,23,rateus-pl,0,3,66
7654,23,rateus-pl,0,4,79
7655,23,rateus-pl,1,0,39
7655,23,rateus-pl,1,1,69
7655,23,rateus-pl,1,2,82
7655,23,rateus-pl,1,3,80
7655,23,rateus-pl,1,4,83
7659,23,rateus-pl,2,0,64
7659,23,rateus-pl,2,1,47
7659,23,rateus-pl,2,2,1
7659,23,rateus-pl,2,3,45
7659,23,rateus-pl,2,4,47
7660,23,rateus-pl,3,0,89
7660,23,rateus-pl,3,1,51
7660,23,rateus-pl,3,2,3
7660,23,rateus-pl,3,3,5
7660,23,rateus-pl,3,4,87
7666,23,rateus-pl,0,0,78
7666,23,rateus-pl,0,1,64
7666,23,rateus-pl,0,2,35
7666,23,rateus-pl,0,3,57
7666,23,rateus-pl,0,4,28
7670,23,rateus-pl,1,0,2
7670,23,rateus-pl,1,1,89
7670,23,rateus-pl,1,2,99
7670,23,rateus-pl,1,3,99
7670,23,rateus-pl,1,4,0
7671,23,rateus-pl,2,0,80
7671,23,rateus-pl,2,1,46
7671,23,rateus-pl,2,2,3
7671,23,rateus-pl,2,3,48
7671,23,rateus-pl,2,4,85
7674,23,rateus-pl,3,0,50
7674,23,rateus-pl,3,1,0
7674,23,rateus-pl,3,2,0
7674,23,rateus-pl,3,3,0
7674,23,rateus-pl,3,4,0
7678,23,rateus-pl,0,0,0
7678,23,rateus-pl,0,1,13
7678,23,rateus-pl,0,2,0
7678,23,rateus-pl,0,3,0
7678,23,rateus-pl,0,4,49
7679,23,rateus-pl,1,0,2
7679,23,rateus-pl,1,1,89
7679,23,rateus-pl,1,2,91
7679,23,rateus-pl,1,3,98
7679,23,rateus-pl,1,4,45
7680,23,rateus-pl,2,0,89
7680,23,rateus-pl,2,1,25
7680,23,rateus-pl,2,2,5
7680,23,rateus-pl,2,3,21
7680,23,rateus-pl,2,4,80
7682,23,rateus-pl,3,0,51
7682,23,rateus-pl,3,1,16
7682,23,rateus-pl,3,2,0
7682,23,rateus-pl,3,3,0
7682,23,rateus-pl,3,4,0
7687,23,rateus-pl,0,0,15
7687,23,rateus-pl,0,1,53
7687,23,rateus-pl,0,2,82
7687,23,rateus-pl,0,3,50
7687,23,rateus-pl,0,4,1
7688,23,rateus-pl,1,0,49
7688,23,rateus-pl,1,1,23
7688,23,rateus-pl,1,2,15
7688,23,rateus-pl,1,3,24
7688,23,rateus-pl,1,4,16
7695,23,rateus-pl,2,0,98
7695,23,rateus-pl,2,1,50
7695,23,rateus-pl,2,2,4
7695,23,rateus-pl,2,3,47
7695,23,rateus-pl,2,4,96
7700,23,rateus-pl,3,0,95
7700,23,rateus-pl,3,1,24
7700,23,rateus-pl,3,2,54
7700,23,rateus-pl,3,3,13
7700,23,rateus-pl,3,4,81
7701,23,rateus-pl,0,0,20
7701,23,rateus-pl,0,1,69
7701,23,rateus-pl,0,2,97
7701,23,rateus-pl,0,3,68
7701,23,rateus-pl,0,4,53
7702,23,rateus-pl,1,0,32
7702,23,rateus-pl,1,1,31
7702,23,rateus-pl,1,2,68
7702,23,rateus-pl,1,3,65
7702,23,rateus-pl,1,4,64
7703,23,rateus-pl,1,0,34
7703,23,rateus-pl,1,1,79
7703,23,rateus-pl,1,2,65
7703,23,rateus-pl,1,3,79
7703,23,rateus-pl,1,4,27
7715,23,rateus-pl,2,0,22
7715,23,rateus-pl,2,1,27
7715,23,rateus-pl,2,2,30
7715,23,rateus-pl,2,3,29
7715,23,rateus-pl,2,4,28
7717,23,rateus-pl,3,0,86
7717,23,rateus-pl,3,1,34
7717,23,rateus-pl,3,2,9
7717,23,rateus-pl,3,3,33
7717,23,rateus-pl,3,4,62
7718,23,rateus-pl,3,0,91
7718,23,rateus-pl,3,1,76
7718,23,rateus-pl,3,2,4
7718,23,rateus-pl,3,3,7
7718,23,rateus-pl,3,4,78
7726,23,rateus-pl,2,0,80
7726,23,rateus-pl,2,1,62
7726,23,rateus-pl,2,2,0
7726,23,rateus-pl,2,3,0
7726,23,rateus-pl,2,4,87
7727,23,rateus-pl,0,0,0
7727,23,rateus-pl,0,1,87
7727,23,rateus-pl,0,2,99
7727,23,rateus-pl,0,3,1
7727,23,rateus-pl,0,4,1
7733,23,rateus-pl,2,0,16
7733,23,rateus-pl,2,1,10
7733,23,rateus-pl,2,2,11
7733,23,rateus-pl,2,3,13
7733,23,rateus-pl,2,4,12
7740,23,rateus-pl,3,0,99
7740,23,rateus-pl,3,1,78
7740,23,rateus-pl,3,2,5
7740,23,rateus-pl,3,3,49
7740,23,rateus-pl,3,4,99
7741,23,rateus-pl,0,0,13
7741,23,rateus-pl,0,1,34
7741,23,rateus-pl,0,2,25
7741,23,rateus-pl,0,3,0
7741,23,rateus-pl,0,4,0
7744,23,rateus-pl,1,0,28
7744,23,rateus-pl,1,1,51
7744,23,rateus-pl,1,2,44
7744,23,rateus-pl,1,3,44
7744,23,rateus-pl,1,4,18
7755,23,rateus-pl,2,0,92
7755,23,rateus-pl,2,1,47
7755,23,rateus-pl,2,2,9
7755,23,rateus-pl,2,3,10
7755,23,rateus-pl,2,4,52
7764,23,rateus-pl,3,0,75
7764,23,rateus-pl,3,1,13
7764,23,rateus-pl,3,2,0
7764,23,rateus-pl,3,3,25
7764,23,rateus-pl,3,4,50
7765,23,rateus-pl,0,0,79
7765,23,rateus-pl,0,1,44
7765,23,rateus-pl,0,2,49
7765,23,rateus-pl,0,3,47
7765,23,rateus-pl,0,4,48
7768,23,rateus-pl,1,0,29
7768,23,rateus-pl,1,1,67
7768,23,rateus-pl,1,2,63
7768,23,rateus-pl,1,3,77
7768,23,rateus-pl,1,4,62
7772,23,rateus-pl,2,0,86
7772,23,rateus-pl,2,1,88
7772,23,rateus-pl,2,2,26
7772,23,rateus-pl,2,3,53
7772,23,rateus-pl,2,4,80
7782,23,rateus-pl,0,0,13
7782,23,rateus-pl,0,1,73
7782,23,rateus-pl,0,2,92
7782,23,rateus-pl,0,3,49
7782,23,rateus-pl,0,4,45
7787,23,rateus-pl,2,0,98
7787,23,rateus-pl,2,1,8
7787,23,rateus-pl,2,2,0
7787,23,rateus-pl,2,3,0
7787,23,rateus-pl,2,4,70
7788,23,rateus-pl,1,0,18
7788,23,rateus-pl,1,1,75
7788,23,rateus-pl,1,2,63
7788,23,rateus-pl,1,3,92
7788,23,rateus-pl,1,4,25
7791,23,rateus-pl,3,0,92
7791,23,rateus-pl,3,1,69
7791,23,rateus-pl,3,2,3
7791,23,rateus-pl,3,3,33
7791,23,rateus-pl,3,4,87
7795,23,rateus-pl,0,0,16
7795,23,rateus-pl,0,1,50
7795,23,rateus-pl,0,2,68
7795,23,rateus-pl,0,3,23
7795,23,rateus-pl,0,4,13
7798,23,rateus-pl,1,0,50
7798,23,rateus-pl,1,1,14
