 sid  |   code   | stid |   name    | ord |  val  
 6916 | swrs8waY |   23 | demo-2-pl |   0 | 1
 6916 | swrs8waY |   23 | demo-2-pl |   2 | 1984
 6918 | swrh6rSf |   23 | demo-2-pl |   9 | 5
 6918 | swrh6rSf |   23 | demo-2-pl |   8 | 0
 6918 | swrh6rSf |   23 | demo-2-pl |   7 | 1
 6918 | swrh6rSf |   23 | demo-2-pl |   6 | 1
 6918 | swrh6rSf |   23 | demo-2-pl |   4 | 4
 6918 | swrh6rSf |   23 | demo-2-pl |   3 | 2
 6918 | swrh6rSf |   23 | demo-2-pl |   2 | 1998
 6918 | swrh6rSf |   23 | demo-2-pl |   0 | 0
 6919 | swrNhYsb |   23 | demo-2-pl |   7 | 1
 6919 | swrNhYsb |   23 | demo-2-pl |   8 | 0
 6919 | swrNhYsb |   23 | demo-2-pl |   9 | 5
 6919 | swrNhYsb |   23 | demo-2-pl |   0 | 1
 6919 | swrNhYsb |   23 | demo-2-pl |   2 | 1985
 6919 | swrNhYsb |   23 | demo-2-pl |   3 | 0
 6919 | swrNhYsb |   23 | demo-2-pl |   4 | 6
 6919 | swrNhYsb |   23 | demo-2-pl |   6 | 0
 6922 | swrS7h4b |   23 | demo-2-pl |   4 | 4
 6922 | swrS7h4b |   23 | demo-2-pl |   6 | 1
 6922 | swrS7h4b |   23 | demo-2-pl |   2 | 2000
 6922 | swrS7h4b |   23 | demo-2-pl |   0 | 0
 6922 | swrS7h4b |   23 | demo-2-pl |   7 | 1
 6922 | swrS7h4b |   23 | demo-2-pl |   8 | 0
 6922 | swrS7h4b |   23 | demo-2-pl |   9 | 5
 6922 | swrS7h4b |   23 | demo-2-pl |   3 | 3
 6924 | swrwWkno |   23 | demo-2-pl |   0 | 0
 6924 | swrwWkno |   23 | demo-2-pl |   2 | 1988
 6924 | swrwWkno |   23 | demo-2-pl |   9 | 4
 6924 | swrwWkno |   23 | demo-2-pl |   7 | 1
 6924 | swrwWkno |   23 | demo-2-pl |   6 | 0
 6924 | swrwWkno |   23 | demo-2-pl |   4 | 4
 6924 | swrwWkno |   23 | demo-2-pl |   3 | 3
 6924 | swrwWkno |   23 | demo-2-pl |   8 | 0
 6925 | swrpBp7y |   23 | demo-2-pl |   9 | 5
 6925 | swrpBp7y |   23 | demo-2-pl |   4 | 6
 6925 | swrpBp7y |   23 | demo-2-pl |   3 | 0
 6925 | swrpBp7y |   23 | demo-2-pl |   2 | 1994
 6925 | swrpBp7y |   23 | demo-2-pl |   8 | 0
 6925 | swrpBp7y |   23 | demo-2-pl |   7 | 1
 6925 | swrpBp7y |   23 | demo-2-pl |   6 | 1
 6925 | swrpBp7y |   23 | demo-2-pl |   0 | 0
 6927 | swrPAybr |   23 | demo-2-pl |   4 | 6
 6927 | swrPAybr |   23 | demo-2-pl |   2 | 1994
 6927 | swrPAybr |   23 | demo-2-pl |   0 | 0
 6927 | swrPAybr |   23 | demo-2-pl |   9 | 5
 6927 | swrPAybr |   23 | demo-2-pl |   6 | 1
 6927 | swrPAybr |   23 | demo-2-pl |   7 | 1
 6927 | swrPAybr |   23 | demo-2-pl |   8 | 0
 6927 | swrPAybr |   23 | demo-2-pl |   3 | 0
 6928 | swrAqRnB |   23 | demo-2-pl |   9 | 4
 6928 | swrAqRnB |   23 | demo-2-pl |   0 | 1
 6928 | swrAqRnB |   23 | demo-2-pl |   2 | 1984
 6928 | swrAqRnB |   23 | demo-2-pl |   3 | 1
 6928 | swrAqRnB |   23 | demo-2-pl |   4 | 6
 6928 | swrAqRnB |   23 | demo-2-pl |   6 | 0
 6928 | swrAqRnB |   23 | demo-2-pl |   7 | 1
 6928 | swrAqRnB |   23 | demo-2-pl |   8 | 0
 6929 | swrq8uJm |   23 | demo-2-pl |   3 | 0
 6929 | swrq8uJm |   23 | demo-2-pl |   2 | 1984
 6929 | swrq8uJm |   23 | demo-2-pl |   0 | 1
 6929 | swrq8uJm |   23 | demo-2-pl |   9 | 4
 6929 | swrq8uJm |   23 | demo-2-pl |   8 | 1
 6929 | swrq8uJm |   23 | demo-2-pl |   7 | 2
 6929 | swrq8uJm |   23 | demo-2-pl |   6 | 0
 6929 | swrq8uJm |   23 | demo-2-pl |   4 | 5
 6930 | swr4m8gP |   23 | demo-2-pl |   2 | 1982
 6930 | swr4m8gP |   23 | demo-2-pl |   8 | 0
 6930 | swr4m8gP |   23 | demo-2-pl |   3 | 1
 6930 | swr4m8gP |   23 | demo-2-pl |   4 | 6
 6930 | swr4m8gP |   23 | demo-2-pl |   6 | 0
 6930 | swr4m8gP |   23 | demo-2-pl |   9 | 4
 6930 | swr4m8gP |   23 | demo-2-pl |   7 | 1
 6930 | swr4m8gP |   23 | demo-2-pl |   0 | 1
 6931 | swre7ogJ |   23 | demo-2-pl |   3 | 2
 6931 | swre7ogJ |   23 | demo-2-pl |   9 | 5
 6931 | swre7ogJ |   23 | demo-2-pl |   8 | 0
 6931 | swre7ogJ |   23 | demo-2-pl |   7 | 1
 6931 | swre7ogJ |   23 | demo-2-pl |   6 | 0
 6931 | swre7ogJ |   23 | demo-2-pl |   4 | 4
 6931 | swre7ogJ |   23 | demo-2-pl |   2 | 1987
 6931 | swre7ogJ |   23 | demo-2-pl |   0 | 1
 6932 | swrC8zrG |   23 | demo-2-pl |   0 | 0
 6932 | swrC8zrG |   23 | demo-2-pl |   9 | 5
 6932 | swrC8zrG |   23 | demo-2-pl |   8 | 0
 6932 | swrC8zrG |   23 | demo-2-pl |   7 | 2
 6932 | swrC8zrG |   23 | demo-2-pl |   6 | 1
 6932 | swrC8zrG |   23 | demo-2-pl |   4 | 4
 6932 | swrC8zrG |   23 | demo-2-pl |   3 | 0
 6932 | swrC8zrG |   23 | demo-2-pl |   2 | 2003
 6933 | swrEzZmF |   23 | demo-2-pl |   7 | 1
 6933 | swrEzZmF |   23 | demo-2-pl |   9 | 4
 6933 | swrEzZmF |   23 | demo-2-pl |   0 | 0
 6933 | swrEzZmF |   23 | demo-2-pl |   2 | 1999
 6933 | swrEzZmF |   23 | demo-2-pl |   3 | 0
 6933 | swrEzZmF |   23 | demo-2-pl |   4 | 4
 6933 | swrEzZmF |   23 | demo-2-pl |   6 | 1
 6933 | swrEzZmF |   23 | demo-2-pl |   8 | 0
 6934 | swrBNB5r |   23 | demo-2-pl |   2 | 1973
 6934 | swrBNB5r |   23 | demo-2-pl |   0 | 0
 6934 | swrBNB5r |   23 | demo-2-pl |   9 | 1
 6934 | swrBNB5r |   23 | demo-2-pl |   8 | 2
 6934 | swrBNB5r |   23 | demo-2-pl |   7 | 3
 6934 | swrBNB5r |   23 | demo-2-pl |   6 | 0
 6934 | swrBNB5r |   23 | demo-2-pl |   4 | 4
 6934 | swrBNB5r |   23 | demo-2-pl |   3 | 3
 6935 | swrJPop3 |   23 | demo-2-pl |   3 | 2
 6935 | swrJPop3 |   23 | demo-2-pl |   0 | 0
 6935 | swrJPop3 |   23 | demo-2-pl |   9 | 4
 6935 | swrJPop3 |   23 | demo-2-pl |   8 | 1
 6935 | swrJPop3 |   23 | demo-2-pl |   7 | 0
 6935 | swrJPop3 |   23 | demo-2-pl |   6 | 1
 6935 | swrJPop3 |   23 | demo-2-pl |   4 | 5
 6935 | swrJPop3 |   23 | demo-2-pl |   2 | 1994
 6937 | swrVxheS |   23 | demo-2-pl |   0 | 0
 6937 | swrVxheS |   23 | demo-2-pl |   9 | 4
 6937 | swrVxheS |   23 | demo-2-pl |   8 | 0
 6937 | swrVxheS |   23 | demo-2-pl |   7 | 0
 6937 | swrVxheS |   23 | demo-2-pl |   6 | 0
 6937 | swrVxheS |   23 | demo-2-pl |   4 | 6
 6937 | swrVxheS |   23 | demo-2-pl |   3 | 0
 6937 | swrVxheS |   23 | demo-2-pl |   2 | 2005
 6938 | swrNR2Hi |   23 | demo-2-pl |   9 | 4
 6938 | swrNR2Hi |   23 | demo-2-pl |   0 | 1
 6938 | swrNR2Hi |   23 | demo-2-pl |   2 | 2000
 6938 | swrNR2Hi |   23 | demo-2-pl |   3 | 0
 6938 | swrNR2Hi |   23 | demo-2-pl |   4 | 4
 6938 | swrNR2Hi |   23 | demo-2-pl |   6 | 1
 6938 | swrNR2Hi |   23 | demo-2-pl |   7 | 0
 6938 | swrNR2Hi |   23 | demo-2-pl |   8 | 0
 6939 | swr8mNME |   23 | demo-2-pl |   8 | 1
 6939 | swr8mNME |   23 | demo-2-pl |   6 | 0
 6939 | swr8mNME |   23 | demo-2-pl |   4 | 4
 6939 | swr8mNME |   23 | demo-2-pl |   9 | 4
 6939 | swr8mNME |   23 | demo-2-pl |   3 | 0
 6939 | swr8mNME |   23 | demo-2-pl |   2 | 1970
 6939 | swr8mNME |   23 | demo-2-pl |   0 | 1
 6939 | swr8mNME |   23 | demo-2-pl |   7 | 1
 6940 | swrTkQZ6 |   23 | demo-2-pl |   9 | 3
 6940 | swrTkQZ6 |   23 | demo-2-pl |   2 | 1982
 6940 | swrTkQZ6 |   23 | demo-2-pl |   0 | 1
 6940 | swrTkQZ6 |   23 | demo-2-pl |   3 | 2
 6940 | swrTkQZ6 |   23 | demo-2-pl |   4 | 3
 6940 | swrTkQZ6 |   23 | demo-2-pl |   6 | 0
 6940 | swrTkQZ6 |   23 | demo-2-pl |   7 | 2
 6940 | swrTkQZ6 |   23 | demo-2-pl |   8 | 1
 6950 | swraGf3h |   23 | demo-2-pl |   7 | 1
 6950 | swraGf3h |   23 | demo-2-pl |   0 | 0
 6950 | swraGf3h |   23 | demo-2-pl |   2 | 1975
 6950 | swraGf3h |   23 | demo-2-pl |   3 | 3
 6950 | swraGf3h |   23 | demo-2-pl |   4 | 6
 6950 | swraGf3h |   23 | demo-2-pl |   6 | 0
 6950 | swraGf3h |   23 | demo-2-pl |   8 | 0
 6950 | swraGf3h |   23 | demo-2-pl |   9 | 4
 6951 | swrtDUXX |   23 | demo-2-pl |   3 | 1
 6951 | swrtDUXX |   23 | demo-2-pl |   0 | 0
 6951 | swrtDUXX |   23 | demo-2-pl |   9 | 2
 6951 | swrtDUXX |   23 | demo-2-pl |   8 | 0
 6951 | swrtDUXX |   23 | demo-2-pl |   7 | 1
 6951 | swrtDUXX |   23 | demo-2-pl |   6 | 0
 6951 | swrtDUXX |   23 | demo-2-pl |   4 | 5
 6951 | swrtDUXX |   23 | demo-2-pl |   2 | 1992
 6953 | swrftq6N |   23 | demo-2-pl |   8 | 1
 6953 | swrftq6N |   23 | demo-2-pl |   9 | 2
 6953 | swrftq6N |   23 | demo-2-pl |   6 | 1
 6953 | swrftq6N |   23 | demo-2-pl |   4 | 2
 6953 | swrftq6N |   23 | demo-2-pl |   3 | 2
 6953 | swrftq6N |   23 | demo-2-pl |   2 | 1992
 6953 | swrftq6N |   23 | demo-2-pl |   0 | 1
 6953 | swrftq6N |   23 | demo-2-pl |   7 | 1
 6954 | swrjMk2T |   23 | demo-2-pl |   9 | 4
 6954 | swrjMk2T |   23 | demo-2-pl |   0 | 0
 6954 | swrjMk2T |   23 | demo-2-pl |   2 | 2003
 6954 | swrjMk2T |   23 | demo-2-pl |   3 | 3
 6954 | swrjMk2T |   23 | demo-2-pl |   4 | 4
 6954 | swrjMk2T |   23 | demo-2-pl |   6 | 1
 6954 | swrjMk2T |   23 | demo-2-pl |   7 | 1
 6954 | swrjMk2T |   23 | demo-2-pl |   8 | 0
 6955 | swr6ZjLU |   23 | demo-2-pl |   8 | 0
 6955 | swr6ZjLU |   23 | demo-2-pl |   9 | 5
 6955 | swr6ZjLU |   23 | demo-2-pl |   7 | 0
 6955 | swr6ZjLU |   23 | demo-2-pl |   6 | 0
 6955 | swr6ZjLU |   23 | demo-2-pl |   4 | 6
 6955 | swr6ZjLU |   23 | demo-2-pl |   3 | 4
 6955 | swr6ZjLU |   23 | demo-2-pl |   2 | 1992
 6955 | swr6ZjLU |   23 | demo-2-pl |   0 | 0
 6956 | swrWHY2Z |   23 | demo-2-pl |   2 | 1983
 6956 | swrWHY2Z |   23 | demo-2-pl |   9 | 4
 6956 | swrWHY2Z |   23 | demo-2-pl |   8 | 0
 6956 | swrWHY2Z |   23 | demo-2-pl |   7 | 1
 6956 | swrWHY2Z |   23 | demo-2-pl |   6 | 0
 6956 | swrWHY2Z |   23 | demo-2-pl |   4 | 4
 6956 | swrWHY2Z |   23 | demo-2-pl |   3 | 2
 6956 | swrWHY2Z |   23 | demo-2-pl |   0 | 1
 6957 | swrK3n9V |   23 | demo-2-pl |   8 | 0
 6957 | swrK3n9V |   23 | demo-2-pl |   2 | 1986
 6957 | swrK3n9V |   23 | demo-2-pl |   3 | 3
 6957 | swrK3n9V |   23 | demo-2-pl |   4 | 4
 6957 | swrK3n9V |   23 | demo-2-pl |   6 | 0
 6957 | swrK3n9V |   23 | demo-2-pl |   0 | 1
 6957 | swrK3n9V |   23 | demo-2-pl |   9 | 5
 6957 | swrK3n9V |   23 | demo-2-pl |   7 | 1
 6958 | swraMqbD |   23 | demo-2-pl |   0 | 0
 6958 | swraMqbD |   23 | demo-2-pl |   6 | 1
 6958 | swraMqbD |   23 | demo-2-pl |   4 | 5
 6958 | swraMqbD |   23 | demo-2-pl |   3 | 0
 6958 | swraMqbD |   23 | demo-2-pl |   2 | 1996
 6958 | swraMqbD |   23 | demo-2-pl |   7 | 1
 6958 | swraMqbD |   23 | demo-2-pl |   9 | 4
 6958 | swraMqbD |   23 | demo-2-pl |   8 | 0
 6959 | swrqoQ82 |   23 | demo-2-pl |   8 | 0
 6959 | swrqoQ82 |   23 | demo-2-pl |   9 | 3
 6959 | swrqoQ82 |   23 | demo-2-pl |   4 | 5
 6959 | swrqoQ82 |   23 | demo-2-pl |   3 | 2
 6959 | swrqoQ82 |   23 | demo-2-pl |   2 | 1986
 6959 | swrqoQ82 |   23 | demo-2-pl |   0 | 0
 6959 | swrqoQ82 |   23 | demo-2-pl |   6 | 0
 6959 | swrqoQ82 |   23 | demo-2-pl |   7 | 1
 6960 | swrEv7Rp |   23 | demo-2-pl |   4 | 4
 6960 | swrEv7Rp |   23 | demo-2-pl |   9 | 1
 6960 | swrEv7Rp |   23 | demo-2-pl |   8 | 2
 6960 | swrEv7Rp |   23 | demo-2-pl |   7 | 1
 6960 | swrEv7Rp |   23 | demo-2-pl |   6 | 1
 6960 | swrEv7Rp |   23 | demo-2-pl |   3 | 2
 6960 | swrEv7Rp |   23 | demo-2-pl |   2 | 1994
 6960 | swrEv7Rp |   23 | demo-2-pl |   0 | 1
 6961 | swrNBWUW |   23 | demo-2-pl |   9 | 4
 6961 | swrNBWUW |   23 | demo-2-pl |   8 | 0
 6961 | swrNBWUW |   23 | demo-2-pl |   7 | 2
 6961 | swrNBWUW |   23 | demo-2-pl |   6 | 1
 6961 | swrNBWUW |   23 | demo-2-pl |   0 | 0
 6961 | swrNBWUW |   23 | demo-2-pl |   2 | 1979
 6961 | swrNBWUW |   23 | demo-2-pl |   3 | 0
 6961 | swrNBWUW |   23 | demo-2-pl |   4 | 6
 6963 | swrtL2RP |   23 | demo-2-pl |   6 | 1
 6963 | swrtL2RP |   23 | demo-2-pl |   7 | 1
 6963 | swrtL2RP |   23 | demo-2-pl |   2 | 2004
 6963 | swrtL2RP |   23 | demo-2-pl |   4 | 4
 6963 | swrtL2RP |   23 | demo-2-pl |   9 | 4
 6963 | swrtL2RP |   23 | demo-2-pl |   3 | 0
 6963 | swrtL2RP |   23 | demo-2-pl |   8 | 0
 6963 | swrtL2RP |   23 | demo-2-pl |   0 | 0
 6964 | swraVRwU |   23 | demo-2-pl |   7 | 1
 6964 | swraVRwU |   23 | demo-2-pl |   4 | 4
 6964 | swraVRwU |   23 | demo-2-pl |   0 | 0
 6964 | swraVRwU |   23 | demo-2-pl |   8 | 0
 6964 | swraVRwU |   23 | demo-2-pl |   6 | 0
 6964 | swraVRwU |   23 | demo-2-pl |   9 | 5
