 sid  | stid | category | ord | mh | fh 
 7204 |   23 | COM      |   1 |  0 |  0
 7204 |   23 | COM      |   2 |  0 |  0
 7204 |   23 | COM      |   3 |  0 |  0
 7204 |   23 | COM      |   4 |  0 |  0
 7204 |   23 | COM      |   5 |  1 |  0
 7204 |   23 | COM      |   6 |  0 |  0
 7204 |   23 | COM      |   7 |  0 |  0
 7204 |   23 | COM      |   8 |  0 |  0
 7204 |   23 | COM      |   9 |  1 |  0
 7204 |   23 | COM      |  10 |  0 |  0
 7204 |   23 | COM      |  11 |  0 |  0
 7204 |   23 | COM      |  12 |  3 |  0
 7204 |   23 | COM      |  13 |  0 |  0
 7204 |   23 | COM      |  14 |  1 |  0
 6978 |   23 | COM      |  10 |  0 |  0
 6978 |   23 | COM      |  11 |  0 |  0
 6978 |   23 | COM      |  12 |  0 |  0
 6978 |   23 | COM      |  13 |  0 |  0
 6978 |   23 | COM      |  14 |  1 |  0
 7559 |   23 | COM      |   0 |  2 |  0
 7212 |   23 | COM      |   0 |  0 |  0
 7212 |   23 | COM      |   1 |  0 |  0
 7212 |   23 | COM      |   2 |  0 |  0
 7552 |   23 | COM      |   1 |  2 |  0
 7212 |   23 | COM      |   3 |  0 |  0
 7212 |   23 | COM      |   4 |  0 |  0
 7212 |   23 | COM      |   5 |  0 |  0
 7217 |   23 | COM      |   0 | 10 |  0
 7217 |   23 | COM      |   1 | 10 |  0
 7217 |   23 | COM      |   2 | 10 |  1
 7217 |   23 | COM      |   3 | 10 |  1
 7688 |   23 | COM      |   4 |  1 |  0
 7552 |   23 | COM      |   0 |  1 |  0
 7220 |   23 | COM      |   0 |  0 |  0
 7220 |   23 | COM      |   1 |  0 |  0
 7688 |   23 | COM      |   3 |  2 |  0
 7220 |   23 | COM      |   2 |  0 |  0
 7220 |   23 | COM      |   3 |  0 |  0
 7225 |   23 | COM      |   0 |  3 |  0
 7225 |   23 | COM      |   1 |  2 |  0
 7225 |   23 | COM      |   2 |  0 |  0
 7225 |   23 | COM      |   3 |  1 |  2
 7688 |   23 | COM      |   2 |  0 |  0
 7688 |   23 | COM      |   1 |  1 |  0
 7545 |   23 | COM      |   1 |  0 |  0
 7545 |   23 | COM      |   0 |  0 |  0
 7688 |   23 | COM      |   0 |  1 |  0
 7236 |   23 | COM      |   0 |  3 |  0
 7236 |   23 | COM      |   1 |  1 |  2
 7236 |   23 | COM      |   2 |  0 |  0
 7236 |   23 | COM      |   3 |  1 |  0
 7236 |   23 | COM      |   4 |  0 |  0
 7236 |   23 | COM      |   5 |  0 |  0
 7236 |   23 | COM      |   6 |  2 |  0
 7236 |   23 | COM      |   7 |  0 |  0
 7236 |   23 | COM      |   8 |  0 |  0
 7236 |   23 | COM      |   9 |  1 |  0
 7236 |   23 | COM      |  10 |  0 |  0
 7236 |   23 | COM      |  11 |  0 |  0
 7236 |   23 | COM      |  12 |  0 |  0
 7236 |   23 | COM      |  13 |  1 |  0
 7236 |   23 | COM      |  14 |  0 |  0
 7539 |   23 | COM      |   7 |  3 |  0
 7539 |   23 | COM      |   6 |  1 |  0
 7539 |   23 | COM      |   5 |  0 |  0
 7539 |   23 | COM      |   4 |  0 |  0
 7247 |   23 | COM      |   0 |  0 |  0
 7247 |   23 | COM      |   1 |  1 |  0
 7247 |   23 | COM      |   2 |  0 |  0
 7247 |   23 | COM      |   3 |  0 |  0
 7247 |   23 | COM      |   4 |  0 |  0
 7247 |   23 | COM      |   5 |  1 |  0
 7247 |   23 | COM      |   6 |  0 |  0
 7247 |   23 | COM      |   7 |  0 |  0
 6983 |   23 | COM      |   0 |  1 |  0
 6983 |   23 | COM      |   1 |  2 |  0
 7247 |   23 | COM      |   8 |  0 |  0
 7247 |   23 | COM      |   9 |  0 |  0
 7247 |   23 | COM      |  10 |  1 |  0
 7247 |   23 | COM      |  11 |  1 |  1
 7247 |   23 | COM      |  12 |  0 |  0
 7247 |   23 | COM      |  13 |  0 |  0
 7247 |   23 | COM      |  14 |  0 |  1
 7539 |   23 | COM      |   3 |  0 |  0
 7253 |   23 | COM      |   0 |  1 |  0
 7253 |   23 | COM      |   1 |  2 |  0
 6983 |   23 | COM      |   2 |  1 |  0
 6983 |   23 | COM      |   3 |  1 |  0
 7286 |   23 | HOP      |   7 |  0 |  0
 6900 |   23 | HOP      |   0 |  2 |  0
 6900 |   23 | HOP      |   1 |  0 |  0
 6900 |   23 | HOP      |   2 |  0 |  0
 6900 |   23 | HOP      |   3 |  1 |  0
 6900 |   23 | HOP      |   4 |  2 |  0
 6900 |   23 | HOP      |   5 |  1 |  0
 6905 |   23 | HOP      |   0 |  3 |  0
 6905 |   23 | HOP      |   1 |  0 |  0
 6905 |   23 | HOP      |   2 |  0 |  0
 6905 |   23 | HOP      |   3 |  0 |  0
 6905 |   23 | HOP      |   4 |  0 |  0
 6905 |   23 | HOP      |   5 |  0 |  0
 6905 |   23 | HOP      |   6 |  0 |  0
 6905 |   23 | HOP      |   7 |  1 |  0
 6905 |   23 | HOP      |   8 |  0 |  0
 6905 |   23 | HOP      |   9 |  0 |  0
 6905 |   23 | HOP      |  10 |  1 |  0
 6909 |   23 | HOP      |   0 |  0 |  0
 6909 |   23 | HOP      |   1 |  0 |  0
 6909 |   23 | HOP      |   2 |  0 |  0
 6909 |   23 | HOP      |   3 |  0 |  0
 6909 |   23 | HOP      |   4 |  0 |  0
 6909 |   23 | HOP      |   5 |  0 |  0
 6909 |   23 | HOP      |   6 |  0 |  0
 6909 |   23 | HOP      |   7 |  0 |  0
 6909 |   23 | HOP      |   8 |  0 |  0
 6909 |   23 | HOP      |   9 |  0 |  0
 6909 |   23 | HOP      |  10 |  0 |  0
 6909 |   23 | HOP      |  11 |  0 |  0
 6909 |   23 | HOP      |  12 |  0 |  0
 6909 |   23 | HOP      |  13 |  0 |  0
 6909 |   23 | HOP      |  14 |  0 |  0
 6927 |   23 | HOP      |   0 |  1 |  0
 6927 |   23 | HOP      |   1 |  1 |  0
 6928 |   23 | HOP      |   0 |  0 |  0
 6928 |   23 | HOP      |   1 |  0 |  0
 6928 |   23 | HOP      |   2 |  0 |  0
 6928 |   23 | HOP      |   3 |  0 |  0
 6928 |   23 | HOP      |   4 |  0 |  0
 6928 |   23 | HOP      |   5 |  0 |  0
 6928 |   23 | HOP      |   6 |  0 |  0
 6928 |   23 | HOP      |   7 |  0 |  0
 6928 |   23 | HOP      |   8 |  0 |  0
 6928 |   23 | HOP      |   9 |  0 |  1
 6928 |   23 | HOP      |  10 |  0 |  0
 6928 |   23 | HOP      |  11 |  0 |  0
 6928 |   23 | HOP      |  12 |  0 |  0
 6928 |   23 | HOP      |  13 |  0 |  0
 6928 |   23 | HOP      |  14 |  0 |  0
 6935 |   23 | HOP      |   0 |  2 |  0
 6935 |   23 | HOP      |   1 |  1 |  0
 6940 |   23 | HOP      |   0 |  0 |  0
 6940 |   23 | HOP      |   1 |  2 |  0
 6940 |   23 | HOP      |   2 |  2 |  0
 6940 |   23 | HOP      |   3 |  2 |  0
 6940 |   23 | HOP      |   4 |  4 |  0
 6940 |   23 | HOP      |   5 |  5 |  0
 6940 |   23 | HOP      |   6 |  3 |  0
 6940 |   23 | HOP      |   7 |  3 |  0
 6940 |   23 | HOP      |   8 |  3 |  0
 6940 |   23 | HOP      |   9 |  3 |  0
 6940 |   23 | HOP      |  10 |  4 |  0
 6940 |   23 | HOP      |  11 |  3 |  0
 6940 |   23 | HOP      |  12 |  1 |  0
 6940 |   23 | HOP      |  13 |  0 |  0
 6940 |   23 | HOP      |  14 |  1 |  0
 6954 |   23 | HOP      |   0 |  1 |  0
 6954 |   23 | HOP      |   1 |  0 |  0
 6954 |   23 | HOP      |   2 |  0 |  0
 6954 |   23 | HOP      |   3 |  0 |  0
 6954 |   23 | HOP      |   4 |  0 |  0
 6954 |   23 | HOP      |   5 |  0 |  0
 6954 |   23 | HOP      |   6 |  0 |  0
 6954 |   23 | HOP      |   7 |  0 |  0
 6954 |   23 | HOP      |   8 |  0 |  0
 6954 |   23 | HOP      |   9 |  0 |  0
 6954 |   23 | HOP      |  10 |  0 |  0
 6954 |   23 | HOP      |  11 |  0 |  0
 6954 |   23 | HOP      |  12 |  0 |  0
 6954 |   23 | HOP      |  13 |  0 |  0
 6954 |   23 | HOP      |  14 |  0 |  0
 6953 |   23 | HOP      |   0 |  1 |  0
 6953 |   23 | HOP      |   1 |  0 |  0
 6953 |   23 | HOP      |   2 |  0 |  0
 6961 |   23 | HOP      |   0 |  1 |  0
 6961 |   23 | HOP      |   1 |  1 |  0
 6961 |   23 | HOP      |   2 |  0 |  0
 6961 |   23 | HOP      |   3 |  0 |  0
 6961 |   23 | HOP      |   4 |  0 |  0
 6961 |   23 | HOP      |   5 |  0 |  0
 6961 |   23 | HOP      |   6 |  0 |  0
 6961 |   23 | HOP      |   7 |  0 |  0
 6961 |   23 | HOP      |   8 |  0 |  0
 6961 |   23 | HOP      |   9 |  2 |  0
 6961 |   23 | HOP      |  10 |  0 |  0
 6961 |   23 | HOP      |  11 |  2 |  0
 6961 |   23 | HOP      |  12 |  0 |  0
 6961 |   23 | HOP      |  13 |  1 |  0
 6961 |   23 | HOP      |  14 |  0 |  0
 6973 |   23 | HOP      |   0 |  0 |  0
 6973 |   23 | HOP      |   1 |  0 |  0
 6973 |   23 | HOP      |   2 |  1 |  0
 6973 |   23 | HOP      |   3 |  0 |  0
 6973 |   23 | HOP      |   4 |  0 |  0
 6973 |   23 | HOP      |   5 |  0 |  0
 6973 |   23 | HOP      |   6 |  1 |  1
 6973 |   23 | HOP      |   7 |  0 |  0
 6973 |   23 | HOP      |   8 |  2 |  0
 6973 |   23 | HOP      |   9 |  1 |  0
 6973 |   23 | HOP      |  10 |  0 |  1
 6973 |   23 | HOP      |  11 |  2 |  0
 6973 |   23 | HOP      |  12 |  1 |  0
 6973 |   23 | HOP      |  13 |  1 |  0
 6973 |   23 | HOP      |  14 |  1 |  0
 6979 |   23 | HOP      |   0 |  0 |  0
 6979 |   23 | HOP      |   1 |  0 |  0
 6979 |   23 | HOP      |   2 |  0 |  0
 6979 |   23 | HOP      |   3 |  2 |  0
 6979 |   23 | HOP      |   4 |  2 |  0
 6979 |   23 | HOP      |   5 |  2 |  0
 6979 |   23 | HOP      |   6 |  1 |  0
 6979 |   23 | HOP      |   7 |  2 |  0
 6979 |   23 | HOP      |   8 |  3 |  0
 6979 |   23 | HOP      |   9 |  2 |  0
 6979 |   23 | HOP      |  10 |  1 |  0
 6979 |   23 | HOP      |  11 |  0 |  1
 6979 |   23 | HOP      |  12 |  2 |  0
 6979 |   23 | HOP      |  13 |  2 |  0
 6979 |   23 | HOP      |  14 |  4 |  1
 6986 |   23 | HOP      |   0 |  0 |  0
 6986 |   23 | HOP      |   1 |  1 |  0
 6986 |   23 | HOP      |   2 |  1 |  0
 6986 |   23 | HOP      |   3 |  1 |  0
 6986 |   23 | HOP      |   4 |  0 |  0
 6986 |   23 | HOP      |   5 |  0 |  0
 6986 |   23 | HOP      |   6 |  1 |  0
 6986 |   23 | HOP      |   7 |  0 |  0
 6986 |   23 | HOP      |   8 |  0 |  0
 6986 |   23 | HOP      |   9 |  0 |  0
 6986 |   23 | HOP      |  10 |  0 |  0
 6984 |   23 | HOP      |   0 |  0 |  0
 6986 |   23 | HOP      |  11 |  0 |  0
 6986 |   23 | HOP      |  12 |  0 |  0
 6984 |   23 | HOP      |   1 |  0 |  0
 6986 |   23 | HOP      |  13 |  0 |  0
 6984 |   23 | HOP      |   2 |  0 |  0
 6986 |   23 | HOP      |  14 |  0 |  0
 6984 |   23 | HOP      |   3 |  0 |  0
 6991 |   23 | HOP      |   0 |  0 |  0
 6991 |   23 | HOP      |   1 |  0 |  0
 6991 |   23 | HOP      |   2 |  0 |  0
 6991 |   23 | HOP      |   3 |  0 |  0
 6995 |   23 | HOP      |   0 |  1 |  0
 6999 |   23 | HOP      |   0 |  2 |  0
 6999 |   23 | HOP      |   1 |  0 |  0
 6999 |   23 | HOP      |   2 |  2 |  0
 7003 |   23 | HOP      |   0 | 10 |  2
 7008 |   23 | HOP      |   0 |  0 |  0
 7008 |   23 | HOP      |   1 |  1 |  0
 7008 |   23 | HOP      |   2 |  0 |  0
 7008 |   23 | HOP      |   3 |  3 |  0
 7008 |   23 | HOP      |   4 |  0 |  0
 7011 |   23 | HOP      |   0 |  1 |  0
 7011 |   23 | HOP      |   1 |  1 |  0
 7011 |   23 | HOP      |   2 |  0 |  0
 7011 |   23 | HOP      |   3 |  1 |  0
 7011 |   23 | HOP      |   4 |  0 |  0
 7011 |   23 | HOP      |   5 |  0 |  0
 7011 |   23 | HOP      |   6 |  2 |  0
 7011 |   23 | HOP      |   7 |  0 |  0
 7011 |   23 | HOP      |   8 |  1 |  0
 7011 |   23 | HOP      |   9 |  1 |  0
 7011 |   23 | HOP      |  10 |  2 |  0
 7011 |   23 | HOP      |  11 |  0 |  0
 7011 |   23 | HOP      |  12 |  0 |  0
 7011 |   23 | HOP      |  13 |  1 |  0
 7011 |   23 | HOP      |  14 |  0 |  0
 7015 |   23 | HOP      |   0 |  0 |  0
 7015 |   23 | HOP      |   1 |  1 |  0
 7015 |   23 | HOP      |   2 |  3 |  0
 7015 |   23 | HOP      |   3 |  0 |  0
 7015 |   23 | HOP      |   4 |  1 |  0
 7015 |   23 | HOP      |   5 |  0 |  0
 7020 |   23 | HOP      |   0 |  2 |  0
 7020 |   23 | HOP      |   1 |  0 |  0
 7020 |   23 | HOP      |   2 |  0 |  0
 7020 |   23 | HOP      |   3 |  1 |  0
 7020 |   23 | HOP      |   4 |  0 |  0
 7020 |   23 | HOP      |   5 |  0 |  0
 7020 |   23 | HOP      |   6 |  4 |  0
 7020 |   23 | HOP      |   7 |  2 |  0
 7023 |   23 | HOP      |   0 |  0 |  0
 7023 |   23 | HOP      |   1 |  0 |  0
 7023 |   23 | HOP      |   2 |  0 |  0
 7023 |   23 | HOP      |   3 |  0 |  0
 7023 |   23 | HOP      |   4 |  0 |  0
 7023 |   23 | HOP      |   5 |  0 |  0
 7023 |   23 | HOP      |   6 |  1 |  0
 7023 |   23 | HOP      |   7 |  0 |  0
 7023 |   23 | HOP      |   8 |  2 |  0
 7023 |   23 | HOP      |   9 |  0 |  0
 7027 |   23 | HOP      |   0 |  1 |  0
 7027 |   23 | HOP      |   1 |  0 |  2
 7027 |   23 | HOP      |   2 |  0 |  0
 7027 |   23 | HOP      |   3 |  0 |  0
 7027 |   23 | HOP      |   4 |  0 |  0
 7027 |   23 | HOP      |   5 |  2 |  0
 7042 |   23 | HOP      |   0 |  0 |  0
 7046 |   23 | HOP      |   0 |  0 |  0
 7046 |   23 | HOP      |   1 |  0 |  0
 7046 |   23 | HOP      |   2 |  0 |  0
 7046 |   23 | HOP      |   3 |  1 |  0
 7046 |   23 | HOP      |   4 |  0 |  0
 7046 |   23 | HOP      |   5 |  0 |  0
 7046 |   23 | HOP      |   6 |  1 |  0
 7046 |   23 | HOP      |   7 |  3 |  0
 7046 |   23 | HOP      |   8 |  3 |  0
 7046 |   23 | HOP      |   9 |  0 |  0
 7046 |   23 | HOP      |  10 |  1 |  0
 7046 |   23 | HOP      |  11 |  3 |  0
 7046 |   23 | HOP      |  12 |  1 |  0
 7046 |   23 | HOP      |  13 |  0 |  0
 7046 |   23 | HOP      |  14 |  0 |  1
 7050 |   23 | HOP      |   0 |  0 |  0
 7050 |   23 | HOP      |   1 |  1 |  0
 7054 |   23 | HOP      |   0 |  0 |  1
 7054 |   23 | HOP      |   1 |  0 |  0
 7054 |   23 | HOP      |   2 |  0 |  0
 7054 |   23 | HOP      |   3 |  0 |  0
 7054 |   23 | HOP      |   4 |  0 |  0
 7054 |   23 | HOP      |   5 |  1 |  0
 7054 |   23 | HOP      |   6 |  2 |  0
 7054 |   23 | HOP      |   7 |  2 |  0
 7054 |   23 | HOP      |   8 |  0 |  0
 7054 |   23 | HOP      |   9 |  0 |  0
 7054 |   23 | HOP      |  10 |  1 |  0
 7054 |   23 | HOP      |  11 |  0 |  0
 7054 |   23 | HOP      |  12 |  0 |  0
 7054 |   23 | HOP      |  13 |  0 |  0
 7054 |   23 | HOP      |  14 |  0 |  0
 7058 |   23 | HOP      |   0 | 10 | 21
 7058 |   23 | HOP      |   1 | 10 | 21
 7058 |   23 | HOP      |   2 |  1 |  1
 7058 |   23 | HOP      |   3 |  0 |  3
 7058 |   23 | HOP      |   4 |  0 |  1
 7058 |   23 | HOP      |   5 |  1 |  1
 7058 |   23 | HOP      |   6 |  0 |  1
 7058 |   23 | HOP      |   7 |  1 |  1
 7058 |   23 | HOP      |   8 |  1 |  2
 7058 |   23 | HOP      |   9 |  0 |  1
 7058 |   23 | HOP      |  10 |  0 |  0
 7058 |   23 | HOP      |  11 |  0 |  2
 7058 |   23 | HOP      |  12 |  0 |  1
 7058 |   23 | HOP      |  13 |  0 |  2
 7058 |   23 | HOP      |  14 |  0 |  1
 7064 |   23 | HOP      |   0 |  3 |  0
 7064 |   23 | HOP      |   1 |  5 |  0
 7064 |   23 | HOP      |   2 |  0 |  0
 7064 |   23 | HOP      |   3 |  2 |  1
 7064 |   23 | HOP      |   4 |  3 |  0
 7064 |   23 | HOP      |   5 |  1 |  0
 7064 |   23 | HOP      |   6 |  1 |  0
 7067 |   23 | HOP      |   0 |  1 |  0
 7067 |   23 | HOP      |   1 |  0 |  0
 7067 |   23 | HOP      |   2 |  1 |  0
 7067 |   23 | HOP      |   3 |  1 |  0
 7073 |   23 | HOP      |   0 |  3 |  0
 7073 |   23 | HOP      |   1 |  3 |  0
 7073 |   23 | HOP      |   2 |  2 |  0
 7073 |   23 | HOP      |   3 |  1 |  0
 7073 |   23 | HOP      |   4 |  2 |  0
 7073 |   23 | HOP      |   5 |  0 |  0
 7073 |   23 | HOP      |   6 |  1 |  0
 7073 |   23 | HOP      |   7 |  2 |  0
 7073 |   23 | HOP      |   8 |  0 |  0
 7073 |   23 | HOP      |   9 |  1 |  0
 7073 |   23 | HOP      |  10 |  2 |  0
 7073 |   23 | HOP      |  11 |  1 |  0
 7073 |   23 | HOP      |  12 |  0 |  1
 7073 |   23 | HOP      |  13 |  0 |  0
 7073 |   23 | HOP      |  14 |  2 |  0
 7078 |   23 | HOP      |   0 |  2 |  0
 7078 |   23 | HOP      |   1 |  1 |  0
 7078 |   23 | HOP      |   2 |  2 |  0
 7078 |   23 | HOP      |   3 |  1 |  0
 7078 |   23 | HOP      |   4 |  0 |  0
 7078 |   23 | HOP      |   5 |  3 |  0
 7078 |   23 | HOP      |   6 |  1 |  0
 7078 |   23 | HOP      |   7 |  1 |  0
 7078 |   23 | HOP      |   8 |  0 |  0
 7078 |   23 | HOP      |   9 |  1 |  0
 7078 |   23 | HOP      |  10 |  0 |  0
 7078 |   23 | HOP      |  11 |  0 |  0
 7078 |   23 | HOP      |  12 |  1 |  0
 7078 |   23 | HOP      |  13 |  1 |  0
 7078 |   23 | HOP      |  14 |  2 |  0
 7081 |   23 | HOP      |   0 |  2 |  0
 7081 |   23 | HOP      |   1 |  0 |  0
 7081 |   23 | HOP      |   2 |  0 |  0
 7081 |   23 | HOP      |   3 |  0 |  0
 7081 |   23 | HOP      |   4 |  0 |  0
 7081 |   23 | HOP      |   5 |  0 |  0
 7081 |   23 | HOP      |   6 |  0 |  0
 7081 |   23 | HOP      |   7 |  0 |  0
 7081 |   23 | HOP      |   8 |  0 |  0
 7081 |   23 | HOP      |   9 |  0 |  0
 7085 |   23 | HOP      |   0 |  0 |  0
 7085 |   23 | HOP      |   1 |  0 |  0
 7085 |   23 | HOP      |   2 |  0 |  0
 7085 |   23 | HOP      |   3 |  0 |  0
 7085 |   23 | HOP      |   4 |  0 |  0
 7085 |   23 | HOP      |   5 |  0 |  0
 7085 |   23 | HOP      |   6 |  0 |  0
 7085 |   23 | HOP      |   7 |  0 |  0
 7085 |   23 | HOP      |   8 |  0 |  0
 7085 |   23 | HOP      |   9 |  0 |  0
 7085 |   23 | HOP      |  10 |  0 |  0
 7085 |   23 | HOP      |  11 |  0 |  0
 7085 |   23 | HOP      |  12 |  0 |  0
 7085 |   23 | HOP      |  13 |  0 |  0
 7090 |   23 | HOP      |   0 |  2 |  2
 7090 |   23 | HOP      |   1 |  0 |  5
 7094 |   23 | HOP      |   0 |  0 |  0
 7094 |   23 | HOP      |   1 |  0 |  1
 7094 |   23 | HOP      |   2 |  0 |  1
 7094 |   23 | HOP      |   3 |  1 |  0
 7094 |   23 | HOP      |   4 |  0 |  1
 7094 |   23 | HOP      |   5 |  0 |  0
 7094 |   23 | HOP      |   6 |  0 |  0
 7098 |   23 | HOP      |   0 |  3 |  0
 7098 |   23 | HOP      |   1 |  0 |  0
 7098 |   23 | HOP      |   2 |  0 |  0
 7098 |   23 | HOP      |   3 |  0 |  0
 7098 |   23 | HOP      |   4 |  1 |  0
 7098 |   23 | HOP      |   5 |  0 |  0
 7098 |   23 | HOP      |   6 |  0 |  0
 7098 |   23 | HOP      |   7 |  0 |  0
 7098 |   23 | HOP      |   8 |  0 |  0
 7098 |   23 | HOP      |   9 |  0 |  0
 7098 |   23 | HOP      |  10 |  0 |  0
 7098 |   23 | HOP      |  11 |  0 |  0
 7098 |   23 | HOP      |  12 |  0 |  0
 7102 |   23 | HOP      |   0 |  0 |  2
 7098 |   23 | HOP      |  13 |  1 |  0
 7098 |   23 | HOP      |  14 |  0 |  0
 7102 |   23 | HOP      |   1 |  1 |  3
 7102 |   23 | HOP      |   2 |  0 |  1
 7102 |   23 | HOP      |   3 |  1 |  0
 7108 |   23 | HOP      |   0 |  3 |  0
 7108 |   23 | HOP      |   1 |  0 |  0
 7108 |   23 | HOP      |   2 |  0 |  0
 7108 |   23 | HOP      |   3 |  0 |  0
 7108 |   23 | HOP      |   4 |  1 |  0
 7108 |   23 | HOP      |   5 |  0 |  0
 7108 |   23 | HOP      |   6 |  1 |  0
 7111 |   23 | HOP      |   0 |  0 |  0
 7111 |   23 | HOP      |   1 |  0 |  0
 7111 |   23 | HOP      |   2 |  0 |  0
 7111 |   23 | HOP      |   3 |  0 |  0
 7111 |   23 | HOP      |   4 |  1 |  0
 7111 |   23 | HOP      |   5 |  2 |  0
 7111 |   23 | HOP      |   6 |  1 |  0
 7111 |   23 | HOP      |   7 |  0 |  0
 7111 |   23 | HOP      |   8 |  0 |  0
 7111 |   23 | HOP      |   9 |  1 |  0
 7111 |   23 | HOP      |  10 |  1 |  0
 7111 |   23 | HOP      |  11 |  0 |  0
 7111 |   23 | HOP      |  12 |  0 |  0
 7111 |   23 | HOP      |  13 |  0 |  0
 7111 |   23 | HOP      |  14 |  0 |  0
 7116 |   23 | HOP      |   0 |  0 |  0
 7116 |   23 | HOP      |   1 |  0 |  0
 7116 |   23 | HOP      |   2 |  0 |  0
 7116 |   23 | HOP      |   3 |  0 |  0
 7116 |   23 | HOP      |   4 |  0 |  0
 7116 |   23 | HOP      |   5 |  0 |  0
 7116 |   23 | HOP      |   6 |  0 |  0
 7116 |   23 | HOP      |   7 |  0 |  0
 7116 |   23 | HOP      |   8 |  0 |  0
 7116 |   23 | HOP      |   9 |  0 |  0
 7116 |   23 | HOP      |  10 |  0 |  0
 7116 |   23 | HOP      |  11 |  0 |  0
 7116 |   23 | HOP      |  12 |  0 |  0
 7116 |   23 | HOP      |  13 |  0 |  0
 7116 |   23 | HOP      |  14 |  0 |  0
 7120 |   23 | HOP      |   0 |  1 |  0
 7120 |   23 | HOP      |   1 |  0 |  0
 7120 |   23 | HOP      |   2 |  0 |  0
 7120 |   23 | HOP      |   3 |  0 |  0
 7120 |   23 | HOP      |   4 |  0 |  0
 7120 |   23 | HOP      |   5 |  0 |  0
 7120 |   23 | HOP      |   6 |  0 |  0
 7120 |   23 | HOP      |   7 |  0 |  0
 7120 |   23 | HOP      |   8 |  0 |  0
 7120 |   23 | HOP      |   9 |  0 |  0
 7120 |   23 | HOP      |  10 |  0 |  0
 7120 |   23 | HOP      |  11 |  0 |  0
 7120 |   23 | HOP      |  12 |  0 |  0
 7120 |   23 | HOP      |  13 |  0 |  0
 7120 |   23 | HOP      |  14 |  0 |  0
 7124 |   23 | HOP      |   0 |  0 |  0
 7124 |   23 | HOP      |   1 |  0 |  3
 7124 |   23 | HOP      |   2 |  1 |  0
 7130 |   23 | HOP      |   0 |  4 |  0
 7130 |   23 | HOP      |   1 |  1 |  0
 7130 |   23 | HOP      |   2 |  1 |  0
 7133 |   23 | HOP      |   0 |  1 |  0
 7133 |   23 | HOP      |   1 |  0 |  0
 7133 |   23 | HOP      |   2 |  0 |  0
 7133 |   23 | HOP      |   3 |  0 |  0
 7133 |   23 | HOP      |   4 |  2 |  0
 7133 |   23 | HOP      |   5 |  2 |  0
 7133 |   23 | HOP      |   6 |  0 |  0
 7133 |   23 | HOP      |   7 |  0 |  1
 7137 |   23 | HOP      |   0 |  0 |  0
 7137 |   23 | HOP      |   1 |  0 |  0
 7144 |   23 | HOP      |   0 |  0 |  0
 7144 |   23 | HOP      |   1 |  0 |  0
 7144 |   23 | HOP      |   2 |  0 |  0
 7144 |   23 | HOP      |   3 |  2 |  0
 7144 |   23 | HOP      |   4 |  0 |  0
 7144 |   23 | HOP      |   5 |  1 |  0
 7144 |   23 | HOP      |   6 |  2 |  0
 7144 |   23 | HOP      |   7 |  0 |  0
 7144 |   23 | HOP      |   8 |  2 |  0
 7144 |   23 | HOP      |   9 |  0 |  0
 7153 |   23 | HOP      |   0 |  0 |  0
 7153 |   23 | HOP      |   1 |  0 |  0
 7153 |   23 | HOP      |   2 |  0 |  0
 7153 |   23 | HOP      |   3 |  0 |  0
 7155 |   23 | HOP      |   0 |  0 |  0
 7155 |   23 | HOP      |   1 |  3 |  0
 7155 |   23 | HOP      |   2 |  0 |  0
 7155 |   23 | HOP      |   3 |  0 |  0
 7155 |   23 | HOP      |   4 |  0 |  0
 7155 |   23 | HOP      |   5 |  0 |  0
 7155 |   23 | HOP      |   6 |  0 |  0
 7155 |   23 | HOP      |   7 |  0 |  0
 7155 |   23 | HOP      |   8 |  0 |  0
 7155 |   23 | HOP      |   9 |  0 |  0
 7155 |   23 | HOP      |  10 |  2 |  0
 7155 |   23 | HOP      |  11 |  0 |  0
 7169 |   23 | HOP      |   0 |  0 |  0
 7169 |   23 | HOP      |   1 |  0 |  0
 7169 |   23 | HOP      |   2 |  0 |  0
 7169 |   23 | HOP      |   3 |  1 |  0
 7169 |   23 | HOP      |   4 |  2 |  0
 7169 |   23 | HOP      |   5 |  1 |  0
 7169 |   23 | HOP      |   6 |  0 |  0
 7169 |   23 | HOP      |   7 |  0 |  0
 7169 |   23 | HOP      |   8 |  0 |  0
 7196 |   23 | HOP      |   3 |  0 |  0
 7169 |   23 | HOP      |   9 |  0 |  0
 7169 |   23 | HOP      |  10 |  0 |  0
 7169 |   23 | HOP      |  11 |  0 |  0
 7169 |   23 | HOP      |  12 |  0 |  0
 7169 |   23 | HOP      |  13 |  0 |  0
 7169 |   23 | HOP      |  14 |  1 |  0
 7173 |   23 | HOP      |   0 |  0 |  0
 7173 |   23 | HOP      |   1 |  2 |  0
 7176 |   23 | HOP      |   0 |  0 |  0
 7176 |   23 | HOP      |   1 |  2 |  0
 7176 |   23 | HOP      |   2 |  1 |  0
 7176 |   23 | HOP      |   3 |  0 |  0
 7176 |   23 | HOP      |   4 |  1 |  0
 7176 |   23 | HOP      |   5 |  1 |  0
 7176 |   23 | HOP      |   6 |  0 |  0
 7176 |   23 | HOP      |   7 |  1 |  0
 7176 |   23 | HOP      |   8 |  1 |  0
 7176 |   23 | HOP      |   9 |  1 |  0
 7176 |   23 | HOP      |  10 |  1 |  0
 7176 |   23 | HOP      |  11 |  0 |  0
 7176 |   23 | HOP      |  12 |  0 |  0
