 sid  | stid | category | ord | mh | fh 
 7798 |   23 | COM      |  13 |  2 |  0
 7798 |   23 | COM      |  12 |  2 |  0
 7522 |   23 | COM      |   2 |  0 |  0
 7522 |   23 | COM      |   1 |  0 |  0
 7798 |   23 | COM      |  11 |  0 |  0
 7798 |   23 | COM      |  10 |  0 |  0
 7522 |   23 | COM      |   0 |  0 |  0
 7798 |   23 | COM      |   9 |  2 |  0
 6987 |   23 | COM      |   0 |  0 |  2
 6987 |   23 | COM      |   1 |  0 |  3
 7519 |   23 | COM      |  14 |  1 |  0
 6987 |   23 | COM      |   2 |  0 |  1
 7519 |   23 | COM      |  13 |  1 |  0
 7519 |   23 | COM      |  12 |  1 |  0
 7519 |   23 | COM      |  11 |  0 |  1
 7271 |   23 | COM      |   0 |  0 |  0
 7519 |   23 | COM      |  10 |  0 |  0
 7519 |   23 | COM      |   9 |  1 |  0
 7271 |   23 | COM      |   1 |  0 |  0
 7519 |   23 | COM      |   8 |  0 |  0
 7519 |   23 | COM      |   7 |  0 |  1
 7271 |   23 | COM      |   2 |  0 |  0
 7523 |   23 | COM      |   0 |  0 |  0
 6987 |   23 | COM      |   3 |  0 |  0
 7271 |   23 | COM      |   3 |  1 |  0
 7519 |   23 | COM      |   6 |  1 |  0
 7519 |   23 | COM      |   5 |  1 |  0
 6987 |   23 | COM      |   4 |  1 |  1
 7519 |   23 | COM      |   4 |  1 |  0
 7271 |   23 | COM      |   4 |  0 |  0
 7519 |   23 | COM      |   3 |  1 |  0
 7279 |   23 | COM      |   0 |  0 |  0
 7279 |   23 | COM      |   1 |  0 |  0
 7507 |   23 | COM      |  14 |  0 |  0
 6990 |   23 | COM      |   0 |  0 |  0
 6990 |   23 | COM      |   1 |  0 |  0
 7798 |   23 | COM      |   8 |  0 |  0
 7292 |   23 | COM      |   0 |  0 |  0
 6990 |   23 | COM      |   2 |  2 |  0
 7798 |   23 | COM      |   7 |  2 |  0
 7507 |   23 | COM      |  13 |  0 |  0
 6990 |   23 | COM      |   3 |  0 |  0
 7798 |   23 | COM      |   6 |  1 |  0
 7292 |   23 | COM      |   1 |  0 |  0
 7507 |   23 | COM      |  12 |  0 |  0
 6990 |   23 | COM      |   4 |  0 |  0
 7798 |   23 | COM      |   5 |  1 |  0
 7292 |   23 | COM      |   2 |  0 |  0
 7292 |   23 | COM      |   3 |  0 |  0
 7507 |   23 | COM      |  11 |  0 |  0
 7292 |   23 | COM      |   4 |  0 |  0
 7507 |   23 | COM      |  10 |  0 |  0
 7292 |   23 | COM      |   5 |  0 |  0
 7292 |   23 | COM      |   6 |  0 |  0
 7679 |   23 | COM      |  14 |  0 |  0
 7679 |   23 | COM      |  13 |  0 |  0
 7507 |   23 | COM      |   9 |  0 |  0
 7292 |   23 | COM      |   7 |  0 |  0
 7292 |   23 | COM      |   8 |  0 |  0
 7507 |   23 | COM      |   8 |  0 |  0
 7679 |   23 | COM      |  12 |  0 |  0
 7679 |   23 | COM      |  11 |  1 |  0
 7679 |   23 | COM      |  10 |  0 |  0
 7292 |   23 | COM      |   9 |  0 |  0
 7679 |   23 | COM      |   9 |  0 |  1
 7679 |   23 | COM      |   8 |  2 |  0
 7292 |   23 | COM      |  10 |  0 |  0
 7679 |   23 | COM      |   7 |  0 |  0
 7292 |   23 | COM      |  11 |  0 |  0
 7292 |   23 | COM      |  12 |  0 |  0
 6994 |   23 | COM      |   0 |  0 |  0
 7292 |   23 | COM      |  13 |  0 |  0
 7292 |   23 | COM      |  14 |  0 |  0
 6994 |   23 | COM      |   1 |  0 |  1
 6994 |   23 | COM      |   2 |  0 |  0
 7084 |   23 | COM      |  10 |  2 |  0
 6994 |   23 | COM      |   4 |  0 |  0
 6994 |   23 | COM      |   5 |  0 |  0
 7300 |   23 | COM      |   0 |  2 |  0
 7300 |   23 | COM      |   1 |  1 |  0
 7300 |   23 | COM      |   2 |  1 |  0
 7300 |   23 | COM      |   3 |  2 |  0
 7507 |   23 | COM      |   7 |  0 |  0
 7507 |   23 | COM      |   6 |  1 |  0
 7300 |   23 | COM      |   4 |  2 |  0
 7519 |   23 | COM      |   2 |  4 |  0
 7300 |   23 | COM      |   5 |  1 |  0
 7519 |   23 | COM      |   1 |  3 |  1
 7299 |   23 | COM      |   0 |  0 |  0
 7519 |   23 | COM      |   0 |  0 |  0
 6994 |   23 | COM      |   6 |  0 |  0
 7507 |   23 | COM      |   2 |  0 |  1
 7300 |   23 | COM      |   6 |  0 |  0
 6994 |   23 | COM      |   7 |  0 |  0
 7509 |   23 | COM      |   0 |  1 |  0
 7300 |   23 | COM      |   7 |  0 |  0
 7798 |   23 | COM      |   4 |  2 |  0
 7299 |   23 | COM      |   1 |  1 |  0
 7300 |   23 | COM      |   8 |  0 |  0
 7507 |   23 | COM      |   1 |  0 |  0
 7300 |   23 | COM      |   9 |  2 |  0
 7507 |   23 | COM      |   0 |  0 |  0
 7299 |   23 | COM      |   2 |  0 |  0
 6998 |   23 | COM      |   0 |  0 |  0
 6998 |   23 | COM      |   1 |  0 |  0
 7309 |   23 | COM      |   0 |  0 |  0
 7309 |   23 | COM      |   1 |  0 |  0
 7309 |   23 | COM      |   2 |  0 |  0
 7299 |   23 | COM      |   3 |  1 |  0
 7309 |   23 | COM      |   3 |  0 |  0
 7679 |   23 | COM      |   6 |  0 |  0
 7309 |   23 | COM      |   4 |  0 |  0
 7299 |   23 | COM      |   4 |  0 |  0
 7309 |   23 | COM      |   5 |  0 |  0
 7309 |   23 | COM      |   6 |  0 |  0
 7306 |   23 | COM      |   0 |  0 |  0
 7299 |   23 | COM      |   5 |  1 |  0
 7306 |   23 | COM      |   1 |  1 |  0
 7299 |   23 | COM      |   6 |  0 |  0
 7306 |   23 | COM      |   2 |  0 |  0
 7299 |   23 | COM      |   7 |  0 |  0
 7306 |   23 | COM      |   3 |  0 |  0
 7299 |   23 | COM      |   8 |  0 |  0
 7306 |   23 | COM      |   4 |  0 |  0
 7299 |   23 | COM      |   9 |  0 |  0
 7306 |   23 | COM      |   5 |  0 |  0
 7306 |   23 | COM      |   6 |  0 |  0
 7306 |   23 | COM      |  13 |  0 |  0
 7306 |   23 | COM      |  14 |  0 |  0
 7322 |   23 | COM      |   0 |  0 |  0
 7322 |   23 | COM      |   1 |  0 |  1
 7322 |   23 | COM      |   2 |  0 |  0
 7322 |   23 | COM      |   3 |  0 |  1
 7322 |   23 | COM      |   4 |  0 |  1
 7002 |   23 | COM      |   0 |  0 |  0
 7322 |   23 | COM      |   6 |  1 |  0
 7322 |   23 | COM      |   7 |  1 |  0
 7322 |   23 | COM      |   8 |  6 |  2
 7322 |   23 | COM      |   9 |  1 |  0
 7322 |   23 | COM      |  10 |  3 |  0
 7002 |   23 | COM      |   1 |  0 |  0
 7306 |   23 | COM      |   7 |  0 |  0
 7299 |   23 | COM      |  10 |  0 |  0
 7299 |   23 | COM      |  11 |  0 |  0
 7306 |   23 | COM      |   8 |  0 |  0
 7002 |   23 | COM      |   2 |  0 |  0
 7299 |   23 | COM      |  12 |  0 |  0
 7306 |   23 | COM      |   9 |  0 |  0
 7002 |   23 | COM      |   3 |  0 |  0
 7299 |   23 | COM      |  13 |  0 |  0
 7002 |   23 | COM      |   4 |  0 |  0
 7306 |   23 | COM      |  10 |  0 |  0
 7002 |   23 | COM      |   5 |  1 |  0
 7299 |   23 | COM      |  14 |  0 |  0
 7306 |   23 | COM      |  11 |  0 |  0
 7306 |   23 | COM      |  12 |  0 |  0
 7002 |   23 | COM      |   6 |  0 |  0
 7002 |   23 | COM      |   7 |  0 |  0
 7332 |   23 | COM      |   0 |  0 |  0
 7332 |   23 | COM      |   1 |  1 |  0
 7332 |   23 | COM      |   2 |  0 |  0
 7332 |   23 | COM      |   3 |  0 |  0
 7332 |   23 | COM      |   4 |  0 |  0
 7332 |   23 | COM      |   5 |  0 |  0
 7331 |   23 | COM      |   0 |  0 |  0
 7332 |   23 | COM      |   6 |  0 |  0
 7332 |   23 | COM      |   7 |  0 |  0
 7332 |   23 | COM      |   8 |  1 |  0
 7331 |   23 | COM      |   1 |  1 |  0
 7332 |   23 | COM      |   9 |  1 |  0
 7332 |   23 | COM      |  10 |  1 |  0
 7331 |   23 | COM      |   2 |  0 |  0
 7332 |   23 | COM      |  11 |  1 |  0
 7331 |   23 | COM      |   3 |  0 |  1
 7331 |   23 | COM      |   4 |  0 |  0
 7331 |   23 | COM      |   5 |  0 |  0
 7331 |   23 | COM      |   6 |  3 |  0
 7331 |   23 | COM      |   7 |  1 |  0
 7331 |   23 | COM      |   8 |  2 |  0
 7331 |   23 | COM      |   9 |  1 |  0
 7331 |   23 | COM      |  10 |  0 |  0
 7331 |   23 | COM      |  11 |  0 |  0
 7331 |   23 | COM      |  12 |  0 |  0
 7331 |   23 | COM      |  13 |  0 |  0
 7331 |   23 | COM      |  14 |  0 |  0
 7322 |   23 | COM      |   5 |  3 |  1
 7002 |   23 | COM      |   8 |  0 |  0
 7468 |   23 | COM      |  14 |  0 |  0
 7468 |   23 | COM      |  13 |  0 |  0
 7468 |   23 | COM      |  12 |  0 |  0
 7468 |   23 | COM      |  11 |  0 |  0
 7468 |   23 | COM      |  10 |  0 |  0
 7468 |   23 | COM      |   9 |  0 |  0
 7468 |   23 | COM      |   8 |  0 |  0
 7472 |   23 | COM      |  10 |  0 |  0
 7468 |   23 | COM      |   7 |  0 |  0
 7472 |   23 | COM      |   9 |  0 |  0
 7342 |   23 | COM      |   0 |  2 |  0
 7342 |   23 | COM      |   1 |  2 |  0
 7342 |   23 | COM      |   2 |  1 |  0
 7002 |   23 | COM      |   9 |  0 |  0
 7002 |   23 | COM      |  10 |  0 |  0
 7342 |   23 | COM      |   3 |  3 |  0
 7002 |   23 | COM      |  11 |  0 |  0
 7002 |   23 | COM      |  12 |  1 |  0
 7342 |   23 | COM      |   4 |  1 |  0
 7002 |   23 | COM      |  13 |  0 |  0
 7342 |   23 | COM      |   5 |  2 |  0
 7002 |   23 | COM      |  14 |  0 |  0
 7679 |   23 | COM      |   5 |  2 |  0
 7679 |   23 | COM      |   4 |  3 |  1
 7679 |   23 | COM      |   3 |  3 |  1
 7679 |   23 | COM      |   2 |  3 |  0
 7679 |   23 | COM      |   1 |  3 |  0
 7679 |   23 | COM      |   0 |  0 |  0
 7670 |   23 | COM      |  14 |  0 |  0
 7670 |   23 | COM      |  13 |  0 |  0
 7670 |   23 | COM      |  12 |  0 |  0
 7670 |   23 | COM      |  11 |  2 |  0
 7670 |   23 | COM      |  10 |  1 |  0
 7006 |   23 | COM      |   0 |  1 |  0
 7006 |   23 | COM      |   1 |  0 |  0
 7006 |   23 | COM      |   2 |  0 |  0
 7006 |   23 | COM      |   3 |  0 |  0
 7347 |   23 | COM      |   0 |  0 |  0
 7347 |   23 | COM      |   1 |  0 |  1
 7347 |   23 | COM      |   2 |  0 |  1
 7347 |   23 | COM      |   3 |  2 |  0
 7347 |   23 | COM      |   4 |  0 |  0
 7468 |   23 | COM      |   6 |  0 |  0
 7347 |   23 | COM      |   5 |  1 |  0
 7472 |   23 | COM      |   8 |  0 |  0
 7347 |   23 | COM      |   6 |  0 |  0
 7468 |   23 | COM      |   5 |  0 |  0
 7347 |   23 | COM      |   7 |  1 |  0
 7468 |   23 | COM      |   4 |  0 |  0
 7347 |   23 | COM      |   8 |  0 |  0
 7472 |   23 | COM      |   7 |  0 |  0
 7347 |   23 | COM      |   9 |  1 |  0
 7347 |   23 | COM      |  10 |  1 |  0
 7468 |   23 | COM      |   3 |  0 |  0
 7468 |   23 | COM      |   2 |  1 |  0
 7347 |   23 | COM      |  11 |  0 |  0
 7347 |   23 | COM      |  12 |  0 |  0
 7472 |   23 | COM      |   6 |  0 |  0
 7347 |   23 | COM      |  13 |  0 |  0
 7468 |   23 | COM      |   1 |  0 |  0
 7472 |   23 | COM      |   5 |  0 |  0
 7347 |   23 | COM      |  14 |  0 |  0
 7468 |   23 | COM      |   0 |  1 |  0
 7472 |   23 | COM      |   4 |  1 |  0
 7472 |   23 | COM      |   3 |  0 |  0
 7472 |   23 | COM      |   2 |  0 |  0
 7351 |   23 | COM      |   0 |  0 |  0
 7351 |   23 | COM      |   1 |  0 |  0
 7351 |   23 | COM      |   2 |  0 |  0
 7351 |   23 | COM      |   3 |  2 |  0
 7351 |   23 | COM      |   4 |  1 |  0
 7351 |   23 | COM      |   5 |  0 |  0
 7351 |   23 | COM      |   6 |  1 |  0
 7351 |   23 | COM      |   7 |  0 |  0
 7351 |   23 | COM      |   8 |  0 |  0
 7351 |   23 | COM      |   9 |  0 |  0
 7351 |   23 | COM      |  10 |  0 |  0
 7351 |   23 | COM      |  11 |  0 |  0
 7351 |   23 | COM      |  12 |  0 |  0
 7351 |   23 | COM      |  13 |  0 |  0
 7351 |   23 | COM      |  14 |  0 |  0
 7472 |   23 | COM      |   1 |  0 |  0
 7472 |   23 | COM      |   0 |  0 |  0
 7471 |   23 | COM      |  14 |  0 |  0
 7469 |   23 | COM      |   3 |  0 |  0
 7471 |   23 | COM      |  13 |  0 |  0
 7471 |   23 | COM      |  12 |  0 |  0
 7471 |   23 | COM      |  11 |  0 |  0
 7469 |   23 | COM      |   2 |  0 |  0
 7471 |   23 | COM      |  10 |  0 |  0
 7471 |   23 | COM      |   9 |  0 |  0
 7469 |   23 | COM      |   1 |  0 |  0
 7374 |   23 | COM      |   9 |  0 |  0
 6916 |   23 | COM      |   0 |  0 |  0
 7397 |   23 | COM      |   0 |  0 |  2
 7397 |   23 | COM      |   1 |  0 |  0
 7397 |   23 | COM      |   2 |  0 |  1
 7397 |   23 | COM      |   3 |  1 |  1
 7397 |   23 | COM      |   4 |  0 |  0
 7471 |   23 | COM      |   8 |  0 |  0
 7471 |   23 | COM      |   7 |  0 |  0
 7400 |   23 | COM      |   0 |  2 |  0
 7507 |   23 | COM      |   5 |  0 |  0
 7400 |   23 | COM      |   1 |  5 |  0
 7507 |   23 | COM      |   4 |  0 |  0
 7400 |   23 | COM      |   2 |  2 |  0
 7400 |   23 | COM      |   3 |  0 |  0
 7400 |   23 | COM      |   4 |  2 |  0
 7507 |   23 | COM      |   3 |  2 |  0
 7400 |   23 | COM      |   5 |  0 |  0
 7400 |   23 | COM      |   6 |  0 |  0
 7400 |   23 | COM      |   7 |  1 |  1
 7498 |   23 | COM      |  14 |  2 |  0
 6916 |   23 | COM      |   1 |  0 |  0
 7498 |   23 | COM      |  13 |  2 |  0
 6916 |   23 | COM      |   2 |  0 |  0
 7498 |   23 | COM      |  12 |  1 |  0
 6916 |   23 | COM      |   3 |  0 |  0
 7798 |   23 | COM      |   3 |  0 |  0
 7798 |   23 | COM      |   2 |  0 |  0
 7798 |   23 | COM      |   1 |  0 |  0
 7798 |   23 | COM      |   0 |  0 |  0
 7498 |   23 | COM      |  11 |  0 |  0
 7788 |   23 | COM      |  14 |  2 |  0
 7498 |   23 | COM      |  10 |  0 |  0
 7788 |   23 | COM      |  13 |  2 |  1
 7498 |   23 | COM      |   9 |  0 |  0
 7498 |   23 | COM      |   8 |  0 |  0
 7788 |   23 | COM      |  12 |  2 |  0
 7362 |   23 | COM      |   0 |  2 |  0
 7788 |   23 | COM      |  11 |  4 |  0
 7362 |   23 | COM      |   1 |  3 |  0
 6919 |   23 | COM      |   0 |  0 |  0
 7362 |   23 | COM      |   2 |  2 |  1
 7362 |   23 | COM      |   3 |  1 |  0
 7788 |   23 | COM      |  10 |  3 |  0
 7363 |   23 | COM      |   0 |  0 |  0
 7362 |   23 | COM      |   4 |  2 |  0
 6919 |   23 | COM      |   1 |  0 |  0
 7499 |   23 | COM      |   4 |  2 |  0
 6919 |   23 | COM      |   2 |  0 |  0
 7670 |   23 | COM      |   9 |  0 |  0
 7363 |   23 | COM      |   1 |  0 |  0
 7670 |   23 | COM      |   8 |  0 |  0
 7670 |   23 | COM      |   7 |  0 |  0
 7363 |   23 | COM      |   2 |  1 |  0
 7670 |   23 | COM      |   6 |  0 |  0
 7498 |   23 | COM      |   7 |  0 |  0
 7670 |   23 | COM      |   5 |  2 |  1
 7670 |   23 | COM      |   4 |  0 |  0
 7363 |   23 | COM      |   3 |  0 |  0
 7670 |   23 | COM      |   3 |  0 |  0
 7670 |   23 | COM      |   2 |  0 |  0
 7499 |   23 | COM      |   3 |  1 |  0
 7670 |   23 | COM      |   1 |  1 |  0
 7670 |   23 | COM      |   0 |  0 |  0
 7655 |   23 | COM      |  14 |  0 |  0
 7363 |   23 | COM      |   4 |  0 |  0
 7655 |   23 | COM      |  13 |  0 |  0
 7498 |   23 | COM      |   6 |  1 |  0
 7655 |   23 | COM      |  12 |  0 |  0
 7363 |   23 | COM      |   5 |  1 |  0
 7655 |   23 | COM      |  11 |  0 |  0
 7498 |   23 | COM      |   5 |  1 |  0
 7363 |   23 | COM      |   6 |  0 |  0
 7363 |   23 | COM      |   7 |  1 |  0
 7499 |   23 | COM      |   2 |  0 |  0
 7363 |   23 | COM      |   8 |  0 |  0
 7498 |   23 | COM      |   4 |  0 |  0
 7018 |   23 | COM      |   0 |  1 |  0
 7363 |   23 | COM      |   9 |  0 |  0
 7499 |   23 | COM      |   1 |  3 |  0
 7018 |   23 | COM      |   1 |  0 |  0
 7363 |   23 | COM      |  10 |  0 |  0
 7498 |   23 | COM      |   3 |  0 |  0
 7363 |   23 | COM      |  11 |  0 |  0
 7363 |   23 | COM      |  12 |  0 |  0
 7499 |   23 | COM      |   0 |  0 |  0
 7363 |   23 | COM      |  13 |  0 |  0
 7498 |   23 | COM      |   2 |  0 |  0
 7363 |   23 | COM      |  14 |  0 |  0
 7498 |   23 | COM      |   1 |  0 |  0
 7498 |   23 | COM      |   0 |  0 |  0
 7018 |   23 | COM      |   2 |  0 |  0
 7018 |   23 | COM      |   3 |  1 |  0
 7018 |   23 | COM      |   4 |  0 |  0
 7018 |   23 | COM      |   5 |  2 |  0
 7018 |   23 | COM      |   6 |  0 |  0
 7018 |   23 | COM      |   7 |  1 |  0
 7018 |   23 | COM      |   8 |  1 |  0
 6919 |   23 | COM      |   3 |  0 |  0
 6919 |   23 | COM      |   4 |  0 |  0
 6919 |   23 | COM      |   5 |  2 |  0
 6919 |   23 | COM      |   6 |  3 |  0
 6919 |   23 | COM      |   7 |  0 |  0
 6919 |   23 | COM      |   8 |  0 |  0
 6919 |   23 | COM      |   9 |  0 |  0
 6919 |   23 | COM      |  10 |  0 |  0
 7655 |   23 | COM      |  10 |  0 |  0
 7469 |   23 | COM      |   0 |  0 |  0
 7471 |   23 | COM      |   6 |  0 |  0
 7471 |   23 | COM      |   5 |  0 |  0
 7471 |   23 | COM      |   4 |  0 |  0
 7471 |   23 | COM      |   3 |  0 |  0
 7471 |   23 | COM      |   2 |  0 |  0
 7454 |   23 | COM      |  14 |  1 |  0
 7471 |   23 | COM      |   1 |  1 |  0
 7454 |   23 | COM      |  13 |  1 |  0
 7471 |   23 | COM      |   0 |  1 |  0
 7454 |   23 | COM      |  12 |  0 |  0
 7655 |   23 | COM      |   9 |  0 |  0
 7655 |   23 | COM      |   8 |  0 |  0
 7454 |   23 | COM      |  11 |  0 |  0
 7655 |   23 | COM      |   7 |  0 |  0
 7454 |   23 | COM      |  10 |  0 |  0
 7386 |   23 | COM      |   0 |  0 |  0
 7387 |   23 | COM      |   0 |  3 |  0
 7454 |   23 | COM      |   9 |  0 |  0
 7454 |   23 | COM      |   8 |  0 |  0
 7454 |   23 | COM      |   7 |  0 |  0
 7454 |   23 | COM      |   6 |  0 |  0
 7454 |   23 | COM      |   5 |  0 |  0
 7374 |   23 | COM      |   0 |  0 |  2
 7374 |   23 | COM      |   1 |  0 |  0
 7374 |   23 | COM      |   2 |  0 |  0
 7374 |   23 | COM      |   3 |  0 |  0
 7374 |   23 | COM      |   4 |  0 |  0
 7374 |   23 | COM      |   5 |  0 |  0
 7375 |   23 | COM      |   0 |  6 |  0
 7374 |   23 | COM      |   6 |  0 |  1
 7374 |   23 | COM      |   7 |  0 |  0
 7375 |   23 | COM      |   1 |  0 |  0
 7375 |   23 | COM      |   2 | 10 |  0
 7374 |   23 | COM      |   8 |  0 |  0
 7374 |   23 | COM      |  10 |  1 |  0
 7380 |   23 | COM      |   0 |  1 |  0
 7380 |   23 | COM      |   1 |  0 |  0
 7380 |   23 | COM      |   2 |  0 |  0
 7380 |   23 | COM      |   3 |  0 |  0
 7380 |   23 | COM      |   4 |  0 |  0
 7380 |   23 | COM      |   5 |  0 |  0
 7386 |   23 | COM      |   6 |  0 |  0
 7386 |   23 | COM      |   7 |  0 |  0
 7386 |   23 | COM      |   8 |  0 |  0
 7386 |   23 | COM      |   9 |  1 |  0
 7386 |   23 | COM      |  10 |  0 |  0
 7386 |   23 | COM      |  11 |  0 |  0
 7386 |   23 | COM      |  12 |  0 |  0
 7386 |   23 | COM      |  13 |  1 |  1
 7386 |   23 | COM      |  14 |  0 |  0
 7019 |   23 | COM      |   0 |  0 |  0
 7019 |   23 | COM      |   1 |  0 |  0
 7019 |   23 | COM      |   2 |  0 |  0
 7386 |   23 | COM      |   1 |  0 |  0
 7019 |   23 | COM      |   3 |  2 |  0
 7387 |   23 | COM      |   1 |  0 |  0
 7019 |   23 | COM      |   4 |  0 |  0
 7386 |   23 | COM      |   2 |  0 |  0
 7019 |   23 | COM      |   5 |  0 |  0
 7386 |   23 | COM      |   3 |  0 |  0
 7019 |   23 | COM      |   6 |  0 |  0
 7019 |   23 | COM      |   7 |  0 |  0
 7386 |   23 | COM      |   4 |  0 |  0
 7019 |   23 | COM      |   8 |  0 |  0
 7386 |   23 | COM      |   5 |  0 |  0
 7019 |   23 | COM      |   9 |  1 |  0
 7019 |   23 | COM      |  10 |  0 |  0
 7019 |   23 | COM      |  11 |  0 |  0
 7019 |   23 | COM      |  12 |  0 |  0
 7019 |   23 | COM      |  13 |  0 |  1
 7019 |   23 | COM      |  14 |  0 |  0
 7401 |   23 | COM      |   0 |  1 |  1
 7402 |   23 | COM      |   0 |  2 |  0
 7402 |   23 | COM      |   1 |  2 |  0
 7401 |   23 | COM      |   1 |  2 |  0
 7402 |   23 | COM      |   2 |  1 |  0
 7401 |   23 | COM      |   2 |  5 |  3
 6919 |   23 | COM      |  11 |  0 |  0
 7402 |   23 | COM      |   3 |  0 |  1
 6919 |   23 | COM      |  12 |  0 |  0
 7401 |   23 | COM      |   3 |  0 |  3
 6919 |   23 | COM      |  13 |  0 |  0
 7402 |   23 | COM      |   4 |  0 |  1
 6919 |   23 | COM      |  14 |  1 |  0
 7788 |   23 | COM      |   9 |  3 |  0
 7401 |   23 | COM      |   4 |  0 |  3
 7788 |   23 | COM      |   8 |  5 |  0
 7402 |   23 | COM      |   5 |  3 |  0
 7788 |   23 | COM      |   7 |  2 |  0
 7788 |   23 | COM      |   6 |  3 |  0
 7788 |   23 | COM      |   5 |  3 |  0
 7788 |   23 | COM      |   4 |  2 |  0
 7402 |   23 | COM      |   6 |  1 |  1
 7655 |   23 | COM      |   6 |  0 |  0
 7401 |   23 | COM      |   5 |  1 |  1
 7655 |   23 | COM      |   5 |  1 |  0
 7655 |   23 | COM      |   4 |  0 |  0
 7402 |   23 | COM      |   7 |  3 |  1
 7655 |   23 | COM      |   3 |  0 |  0
 7401 |   23 | COM      |   6 |  0 |  0
 7402 |   23 | COM      |   8 |  1 |  0
 7655 |   23 | COM      |   2 |  0 |  0
 7655 |   23 | COM      |   1 |  0 |  0
 7401 |   23 | COM      |   7 |  1 |  0
 7401 |   23 | COM      |   8 |  0 |  0
 7402 |   23 | COM      |   9 |  0 |  0
 7454 |   23 | COM      |   4 |  0 |  0
 7401 |   23 | COM      |   9 |  1 |  0
 7401 |   23 | COM      |  10 |  0 |  0
 7401 |   23 | COM      |  11 |  0 |  0
 7026 |   23 | COM      |   0 |  0 |  0
 7401 |   23 | COM      |  12 |  0 |  0
 7401 |   23 | COM      |  13 |  0 |  0
 7026 |   23 | COM      |   1 |  1 |  0
 7401 |   23 | COM      |  14 |  0 |  0
 7454 |   23 | COM      |   3 |  0 |  0
 7026 |   23 | COM      |   2 |  0 |  0
 7454 |   23 | COM      |   2 |  0 |  0
 7454 |   23 | COM      |   1 |  0 |  0
 7454 |   23 | COM      |   0 |  0 |  0
 7438 |   23 | COM      |   3 |  0 |  0
 7455 |   23 | COM      |   9 |  2 |  0
 7438 |   23 | COM      |   2 |  1 |  0
 7455 |   23 | COM      |   8 |  2 |  0
 7455 |   23 | COM      |   7 |  0 |  0
 7455 |   23 | COM      |   6 |  0 |  0
 7455 |   23 | COM      |   5 |  0 |  0
 7455 |   23 | COM      |   4 |  0 |  0
 7455 |   23 | COM      |   3 |  0 |  0
 7455 |   23 | COM      |   2 |  0 |  0
 7026 |   23 | COM      |   3 |  1 |  0
 7455 |   23 | COM      |   1 |  1 |  0
 7438 |   23 | COM      |   1 |  0 |  0
 7455 |   23 | COM      |   0 |  0 |  0
 7026 |   23 | COM      |   4 |  1 |  0
 7420 |   23 | COM      |   0 |  2 |  0
 7026 |   23 | COM      |   5 |  1 |  0
 7438 |   23 | COM      |   0 |  0 |  0
 7451 |   23 | COM      |   0 |  2 |  0
 7420 |   23 | COM      |   1 |  1 |  0
 7026 |   23 | COM      |   6 |  0 |  0
 7424 |   23 | COM      |   0 |  1 |  0
 7026 |   23 | COM      |   7 |  0 |  0
 7437 |   23 | COM      |   1 |  4 |  1
 7437 |   23 | COM      |   0 |  2 |  0
 7026 |   23 | COM      |   8 |  0 |  0
 7424 |   23 | COM      |   1 |  1 |  0
 7026 |   23 | COM      |   9 |  1 |  0
 7439 |   23 | COM      |   6 |  2 |  1
 7026 |   23 | COM      |  10 |  2 |  0
 7026 |   23 | COM      |  11 |  1 |  0
 7439 |   23 | COM      |   5 |  1 |  0
 7026 |   23 | COM      |  12 |  0 |  0
 7439 |   23 | COM      |   4 |  2 |  0
 7026 |   23 | COM      |  13 |  0 |  0
 7026 |   23 | COM      |  14 |  0 |  0
 7788 |   23 | COM      |   3 |  3 |  0
 7788 |   23 | COM      |   2 |  2 |  0
 7441 |   23 | COM      |   2 |  2 |  0
 7441 |   23 | COM      |   1 |  0 |  0
 7655 |   23 | COM      |   0 |  0 |  0
 7441 |   23 | COM      |   0 |  3 |  0
 7647 |   23 | COM      |  14 |  0 |  0
 7439 |   23 | COM      |   3 |  1 |  0
 7429 |   23 | COM      |   0 |  2 |  0
 7427 |   23 | COM      |   0 |  1 |  0
 7439 |   23 | COM      |   2 |  0 |  0
 7429 |   23 | COM      |   1 |  2 |  0
 7427 |   23 | COM      |   1 |  1 |  0
 7429 |   23 | COM      |   2 |  1 |  0
 7427 |   23 | COM      |   2 |  4 |  0
 7429 |   23 | COM      |   3 |  1 |  0
 7439 |   23 | COM      |   1 |  2 |  0
 7427 |   23 | COM      |   3 |  1 |  0
 7429 |   23 | COM      |   4 |  0 |  0
 7647 |   23 | COM      |  13 |  0 |  0
 7429 |   23 | COM      |   5 |  1 |  0
 7647 |   23 | COM      |  12 |  1 |  0
 7429 |   23 | COM      |   6 |  3 |  0
 7647 |   23 | COM      |  11 |  1 |  0
 7647 |   23 | COM      |  10 |  2 |  0
 7647 |   23 | COM      |   9 |  2 |  0
 7439 |   23 | COM      |   0 |  0 |  0
 7647 |   23 | COM      |   8 |  0 |  0
 7647 |   23 | COM      |   7 |  0 |  0
 7647 |   23 | COM      |   6 |  1 |  0
 7030 |   23 | COM      |   0 |  1 |  1
 7030 |   23 | COM      |   1 |  1 |  0
 7030 |   23 | COM      |   2 |  2 |  0
 7030 |   23 | COM      |   3 |  0 |  0
 7030 |   23 | COM      |   4 |  1 |  0
 7030 |   23 | COM      |   5 |  1 |  0
 7030 |   23 | COM      |   6 |  0 |  0
 7030 |   23 | COM      |   7 |  0 |  0
 7030 |   23 | COM      |   8 |  0 |  0
